idx,dir,f12,seq,plen,b0,d0,enc,dec
37,OUT,72340981,37,27,171,230,ab4f006c57004fa50eea3656c417e586b71b83a10fea3656b657b8,e6f7a8381ab8e7f143529e0289af4dd2faa32bf542529e02fbef10
38,OUT,1718443212,38,27,168,229,a820006c57004fca31ee3656fb13e586881f83a130122f56ddd2ab,e598a8381ab8e79e7c569e02b6ab4dd2c5a72bf57daa8702906a03
39,OUT,-1154943372,39,8,169,228,a984006c570040fd,e43ca8381ab8e8a9
40,OUT,1416375640,40,8,182,251,b6cb006c58004f22,fb73a83815b8e776
41,OUT,-1993766944,41,12,183,250,b789006c58004f4c99fa3656,fa31a83815b8e718d4429e02
42,OUT,897768010,42,8,0,77,000000000a000000,4db8a85447b8a854
43,OUT,-389582606,43,8,0,77,000000000c000000,4db8a85441b8a854
44,OUT,-238565320,44,270,205,128,cd9f004c5400567200b04e576d8877663281765700b04e5700b04e5700b04e5700b04e5700b04e5700b04e5700b04e5700b04e5700b04e5700b04e5700b04e57,8027a81819b8fe264d08e6032030df327f39de034d08e6034d08e6034d08e6034d08e6034d08e6034d08e6034d08e6034d08e6034d08e6034d08e6034d08e603
45,OUT,746742400,45,12,206,131,cecb004c55004271ffb34e57,8373a81818b8ea25b20be603
46,OUT,1319168953,46,8,207,130,cfa4004c55003777,821ca81818b89f23
47,OUT,-1813692159,47,8,200,133,c889004c55000f7a,8531a81818b8a72e
48,OUT,-1782240496,48,8,201,132,c9ca004c5500317e,8472a81818b8992a
49,OUT,1216381352,49,8,202,135,ca85004c55000983,873da81818b8a1d7
50,OUT,715262097,50,16,203,134,cb36004c55004e8109c84e5708c84e57,868ea81818b8e6d54470e6034570e603
51,OUT,-135814615,51,16,196,137,c42f004c55004e980fcc4e570ecc4e57,8997a81818b8e6cc4274e6034374e603
52,OUT,-286844189,52,16,197,136,c527004c55004e9016d04e5714d04e57,889fa81818b8e6c45b68e6035968e603
53,OUT,866299995,53,8,198,139,c6ec004c55004da1,8b54a81818b8e5f5
54,OUT,1367357794,54,8,199,138,c7b0004c550033ab,8a08a81818b89bff
55,OUT,-1933208614,55,8,192,141,c0f2004c550037b6,8d4aa81818b89fe2
56,OUT,1669417206,56,12,193,140,c171004c550042c637e04e57,8cc9a81818b8ea927a58e603
57,OUT,-1094393266,57,12,194,143,c27c004c550042cb41e44e57,8fc4a81818b8ea9f0c5ce603
58,OUT,-588878985,58,12,195,142,c3a1004c550042d94de84e57,8e19a81818b8ea8d0050e603
59,OUT,27509199,59,8,188,241,bcbf004c55004fec,f107a81818b8e7b8
60,OUT,413366533,60,12,189,240,bd0b004c550049f8970fb1a8,f0b3a81818b8e1acdab719fc
61,OUT,-974728259,61,8,190,243,bec3004c56004c0d,f37ba8181bb8e459
62,OUT,-1480303996,62,8,191,242,bfb1004c56004c1f,f209a8181bb8e44b
63,OUT,2055335996,63,8,184,245,b8d4004c56000f32,f56ca8181bb8a766
64,OUT,2281793,64,8,185,244,b911004c56004f46,f4a9a8181bb8e712
65,OUT,-580420615,65,8,186,247,bac2004c5600325b,f77aa8181bb89a0f
66,OUT,-1085934912,66,8,187,246,bb61004c56000871,f6d9a8181bb8a025
67,OUT,1644189816,67,8,180,249,b467004c56000888,f9dfa8181bb8a0dc
68,OUT,2063655090,68,8,181,248,b526004c560034a0,f89ea8181bb89cf4
69,OUT,-1505408502,69,8,182,251,b676004c560032b9,fbcea8181bb89aed
70,OUT,-999832781,70,8,183,250,b727004c560033d3,fa9fa8181bb89b87
71,OUT,421685643,71,8,176,253,b078004c560033ee,fdc0a8181bb89bba
72,OUT,-161041753,72,8,177,252,b1f0004c57000b0a,fc48a8181ab8a35e
73,OUT,723720223,73,8,178,255,b2c8004c57000127,ff70a8181ab8a973
74,OUT,1224839462,74,8,179,254,b37f004c57000145,fec7a8181ab8a911
75,OUT,-1807467618,75,8,172,225,ac27004c57000164,e19fa8181ab8a930
76,OUT,-1924889772,76,89,173,224,ad91004c570009d5d2314f57d1304e56d0314d56d0314f57d0314f57d0314f57d0314f57d0314f57d0314f57d0314f57d0314f57d0314f57d0314f57d0314f57,e029a8181ab8a1819f89e7039c88e6029d89e5029d89e7039d89e7039d89e7039d89e7039d89e7039d89e7039d89e7039d89e7039d89e7039d89e7039d89e703
77,OUT,1342253548,77,8,174,227,ae79004c570077a5,e3c1a8181ab8dff1
78,OUT,841195733,78,8,175,226,af1b004c570077c7,e2a3a8181ab8df93
79,OUT,-278525331,79,8,168,229,a836004c570077ea,e58ea8181ab8dfbe
80,OUT,-381263748,80,8,169,228,a9d2004c5800780e,e46aa81815b8d05a
81,OUT,872663748,81,8,170,231,aaef004c58007833,e757a81815b8d067
82,OUT,1445020669,82,8,171,230,ab85004c58007859,e63da81815b8d00d
83,OUT,-1956320955,83,8,164,233,a45c004c58007880,e9e4a81815b8d0d4
84,OUT,-1838919281,84,8,165,232,a574004c580078a8,e8cca81815b8d0fc
85,OUT,1327627063,85,8,166,235,a60d004c580078d1,ebb5a81815b8d085
86,OUT,755200526,86,8,167,234,a727004c580078fb,ea9fa81815b8d0af
87,OUT,-263792458,87,8,160,237,a0fa004c59007926,ed42a81814b8d172
88,OUT,520225690,88,8,161,236,a18e004c59007952,ec36a81814b8d106
89,OUT,-1035491038,89,8,162,239,a2a3004c5900797f,ef1ba81814b8d12b
90,OUT,-1603985381,90,8,163,238,a371004c590079ad,eec9a81814b8d1f9
91,OUT,2099284643,91,8,156,209,9c00004c590079dc,d1b8a81814b8d188
92,OUT,1679831657,92,8,157,208,9dd0004c5a007a0c,d068a81817b8d258
93,OUT,-1184524079,93,8,158,211,9ee1004c5a007a3d,d359a81817b8d269
94,OUT,-616099352,94,8,159,210,9fb3004c5a007a6f,d20ba81817b8d23b
95,OUT,100842320,95,8,152,213,987e004c5a007aa2,d5c6a81817b8d2f6
96,OUT,-687356470,96,8,153,212,990a004c5a007ad6,d4b2a81817b8d282
97,OUT,172126066,97,8,154,215,9ad7004c5b007b0b,d76fa81816b8d35f
98,OUT,1751180875,98,8,155,214,9b9d004c5b007b41,d625a81816b8d315
99,OUT,-1255846669,99,8,148,217,94a4004c5b007b78,d91ca81816b8d32c
100,OUT,-1406798791,100,8,149,216,956c004c5b007bb0,d8d4a81816b8d3e4
101,OUT,1902141057,101,8,150,219,9635004c5b007be9,db8da81816b8d3bd
102,OUT,323147704,102,8,151,218,97ff004c5c007c23,da47a81811b8d477
103,OUT,-838370048,103,8,144,221,9082004c5c007c5e,dd3aa81811b8d40a
104,OUT,558081580,104,8,145,220,9146004c5c007c9a,dcfea81811b8d4ce
105,OUT,-66712428,105,8,146,223,920b004c5c007cd7,dfb3a81811b8d483
106,OUT,-1641773651,106,8,147,222,93c9004c5d007d15,de71a81810b8d541
107,OUT,1130442517,107,8,140,193,8c88004c5d007d54,c130a81810b8d500
108,OUT,1516345311,108,8,141,192,8d48004c5d007d94,c0f0a81810b8d5c0
109,OUT,-2027668121,109,8,142,195,8e09004c5d007dd5,c3b1a81810b8d581
110,OUT,-452545442,110,8,143,194,8fcb004c5e007e17,c273a81813b8d643
111,OUT,943922918,111,8,136,197,8847004c5e00385a,c5ffa81813b8900e
112,OUT,1046705399,112,8,137,196,8944004c5e00099e,c4fca81813b8a1ca
113,OUT,-483991985,113,8,138,199,8ac3004c5e0010e3,c77ba81813b8b8b7
114,OUT,-2130421898,114,8,139,198,8b82004c5f000729,c63aa81812b8af7d
115,OUT,1547828686,115,8,132,201,84db004c5f000770,c963a81812b8af24
116,OUT,1161905412,116,8,133,200,8513004c5f0007b8,c8aba81812b8afec
117,OUT,-1744506948,117,183,134,203,869d004c600002aeebd74f57fbdc5d57fbdd4c57fbdd4f57fbdd1756fbdd4d0afbdd4f54fbdd4f57fbdd4f20fadd4f54a6dd4f57f8dd4f57fbdd4f578cdc4f57,cb25a8182db8aafaa66fe703b664f503b665e403b665e703b665bf02b665e55eb665e700b665e703b665e774b765e700eb65e703b565e703b665e703c164e703
118,OUT,-98146683,118,115,135,202,87d7004c6000022040e44f5743e25d5743e24c5743e24f5743e2175643e24e7843e24f5443e24f5743e24f3f42e24f551de24f5740e24f5743e24f5734e34f57,ca6fa8182db8aa740d5ce7030e5af5030e5ae4030e5ae7030e5abf020e5ae62c0e5ae7000e5ae7030e5ae76b0f5ae701505ae7030d5ae7030e5ae703795be703
119,OUT,660851773,119,115,128,205,800a004c600002fd8ee04f578ce65d578ce64c578ce64f578ce617568ce64e788ce64f548ce64f578ce64f3f8de64f55d2e64f578fe64f578ce64f57fbe74f57,cdb2a8182db8aaa9c358e703c15ef503c15ee403c15ee703c15ebf02c15ee62cc15ee700c15ee703c15ee76bc05ee7019f5ee703c25ee703c15ee703b65fe703
120,OUT,-936962287,120,115,129,204,817e004c60000289d7ec4f57d6ea5d57d6ea4c57d6ea4f57d6ea1756d6ea4e78d6ea4f54d6ea4f57d6ea4f3fd7ea4f5588ea4f57d5ea4f57d6ea4f57a1eb4f57,ccc6a8182db8aadd9a54e7039b52f5039b52e4039b52e7039b52bf029b52e62c9b52e7009b52e7039b52e76b9a52e701c552e7039852e7039b52e703ec53e703
121,OUT,358792617,121,12,130,207,8282004c6100762b21ef4f57,cf3aa8182cb8de7f6c57e703
122,OUT,2000696464,122,168,131,206,8381004c610079ddf1f34f5715f34f576df34f576cf34f576df34f5793f34f576df34f5769f34f5715f34f572654acf1796e2abbe08f5b7452450190325d89a6,ce39a8182cb8d189bc4be703584be703204be703214be703204be703de4be703204be703244be703584be7036bec04a534d682efad37f3201ffda9c47fe521f2
123,OUT,-1442472408,123,12,124,49,7cfb0053610079c8bbf74f57,3143a8072cb8d19cf64fe703
124,OUT,-1291507998,124,8,125,48,7dd3005362003c1c,306ba8072fb89448
125,OUT,1849723994,125,8,126,51,7e0b00536200006d,33b3a8072fb8a839
126,OUT,207750499,126,12,127,50,7f49005362003dbba1045057,32f1a8072fb895efecbcf803
127,OUT,-785928229,127,12,120,53,78eb005363003d16f8085057,3553a8072eb89542b5b0f803
128,OUT,-115062887,128,9,121,52,7960005363003d6796,34d8a8072eb89533db
129,OUT,610397473,129,8,122,55,7aab005363003dbb,3713a8072eb895ef
130,OUT,1178821656,130,12,123,54,7be7005364003b15f7155057,365fa80729b89341baadf803
131,OUT,-1694052704,131,8,116,57,7487005364003268,393fa80729b89a3c
132,OUT,-2113505686,132,8,117,56,75fc0053640032c0,3844a80729b89a94
133,OUT,1598282962,133,89,118,59,760c005365003b48f1225057f2235156f3225256f3225057f3225057f3225057f3225057f3225057f3225057f3225057f3225057f3225057f3225057f3225057,3bb4a80728b8931cbc9af803bf9bf902be9afa02be9af803be9af803be9af803be9af803be9af803be9af803be9af803be9af803be9af803be9af803be9af803
134,OUT,1029789163,134,8,119,58,7753005365002b73,3aeba80728b88327
135,OUT,-534446253,135,12,112,61,70700053650072caa42b5057,3dc8a80728b8da9ee993f803
136,OUT,257959039,136,12,113,60,719400536600712efe2f5057,3c2ca8072bb8d97ab397f803
137,OUT,-769290553,137,8,114,63,7286005366007d87,3f3ea8072bb8d5d3
138,OUT,-1341716482,138,8,115,62,732a0053660071e5,3e92a8072bb8d9b1
139,OUT,1833086278,139,8,108,33,6c85005367004344,213da8072ab8eb10
140,OUT,1950487948,140,12,109,32,6d1d0053670070a070415057,20a5a8072ab8d8f43df9f803
141,OUT,-1459110092,141,12,110,35,6ef3005368003701c9455057,234ba80725b89f5584fdf803
142,OUT,-886753779,142,16,111,34,6fd2005368007f6f284a5057aa91ac55,226aa80725b8d73b65f2f803e7290401
143,OUT,375430325,143,16,104,37,687f005368007fc2974e50571f95ac55,25c7a80725b8d796daf6f803522d0401
144,OUT,272692900,144,12,105,36,6990005369007e2af2525057,2428a80724b8d67ebfeaf803
145,OUT,-855286756,145,12,106,39,6a2d005369007e9755575057,2795a80724b8d6c318eff803
146,OUT,-1356344027,146,8,107,38,6bd90053690027f9,2661a80724b88fad
147,OUT,1919057821,147,12,100,41,64fb00536a0050641e605057,2943a80727b8f83053d8f803
