idx,dir,f12,seq,plen,b0,d0,enc,dec
38,OUT,1718443212,38,27,40,101,2829001b57004fc33176ad55f1cb13fc014567f48eaf7b8d1da2e3,6591a84f1ab8e7977cce0501bc73bba84cfdcfa0c317d3d9501a4b
39,OUT,-1154943372,39,8,23,90,17d4001b570019f4,5a6ca84f1ab8b1a0
40,OUT,1416375640,40,8,22,91,1639001b58001619,5b81a84f15b8be4d
41,OUT,-1993766944,41,12,21,88,1581001b58004f3b9982ad55,5839a84f15b8e76fd43a0501
42,OUT,-351596839,42,27,20,89,149f001b58004075bf86ad557f3b13fc8fb567f4005f7b8dabad99,5927a84f15b8e821f23e05013283bba8c20dcfa04de7d3d9e61531
43,OUT,911123553,43,8,19,94,13f7001b58004f8e,5e4fa84f15b8e7da
44,OUT,793648299,44,8,18,95,125e001b58004fb7,5fe6a84f15b8e7e3
45,OUT,-234113517,45,12,17,92,1120001b58004fe53393ad55,5c98a84f15b8e7b17e2b0501
46,OUT,2043279352,46,8,0,77,000000000a000000,4db8a85447b8a854
47,OUT,-1534304960,47,8,0,77,000000000c000000,4db8a85441b8a854
48,OUT,-1565771951,48,270,207,130,cfac002c5400564100987c546da0456532a9445400987c5400987c5400987c5400987c5400987c5400987c5400987c5400987c5400987c5400987c5400987c54,8214a87819b8fe154d20d4002018ed317f11ec004d20d4004d20d4004d20d4004d20d4004d20d4004d20d4004d20d4004d20d4004d20d4004d20d4004d20d400
49,OUT,2146016745,49,8,206,131,ce9b002c55003748,8323a87818b89f1c
50,OUT,499848400,50,8,193,140,c1b9002c55000f4a,8c01a87818b8a71e
51,OUT,-1064386968,51,8,192,141,c0f9002c5500314d,8d41a87818b89919
52,OUT,-645003614,52,8,195,142,c357002c55000951,8eefa87818b8a105
53,OUT,80456730,53,16,194,143,c2e9002c55004e5e05ac7c5405ac7c54,8f51a87818b8e60a4814d4004814d400
54,OUT,1726555427,54,16,197,136,c5e3002c55004e5408b07c5409b07c54,885ba87818b8e6004508d4004408d400
55,OUT,-1146318949,55,16,196,137,c4dc002c55004e6b0cb47c540eb47c54,8964a87818b8e63f410cd400430cd400
56,OUT,1424512183,56,8,199,138,c726002c55004d6b,8a9ea87818b8e53f
57,OUT,-1985085937,57,8,198,139,c66f002c55003374,8bd7a87818b89b20
58,OUT,-342919370,58,8,57,116,393a002f5500377e,7482a87b18b89f2a
59,OUT,919264654,59,12,56,117,383a002f5500428d2cc47c54,7582a87b18b8ead9617cd400
60,OUT,801793348,60,12,59,118,3b26002f5500429137c87c54,769ea87b18b8eac57a70d400
61,OUT,-225456132,61,12,58,119,3ade002f550042a641cc7c54,7766a87b18b8eaf20c74d400
62,OUT,-1867692347,62,8,61,112,3de3002f55004fb0,705ba87b18b8e7e4
63,OUT,1307110525,63,12,60,113,3c48002f550049bba52b83ab,71f0a87b18b8e1efe8932bff
64,OUT,927714560,64,8,63,114,3f01002f55004fcf,72b9a87b18b8e79b
65,OUT,-368154696,65,8,62,115,3e4e002f55004fe0,73f6a87b18b8e7b4
66,OUT,-2010321279,66,8,49,124,3114002f55000cf2,7caca87b18b8a4a6
67,OUT,1432962105,67,8,48,125,3052002f56004f05,7deaa87b1bb8e751
68,OUT,1282014451,68,8,51,126,3380002f56003219,7e38a87b1bb89a4d
69,OUT,-1859365301,69,8,50,127,323e002f5600082e,7f86a87b1bb8a07a
70,OUT,-217129102,70,8,53,120,35ab002f56000844,7813a87b1bb8a010
71,OUT,776697290,71,8,52,121,34dd002f5600345b,7965a87b1bb89c0f
72,OUT,-1055936794,72,8,55,122,37bc002f56003273,7a04a87b1bb89a27
73,OUT,474612830,73,8,54,123,3678002f5600338c,7bc0a87b1bb89bd8
74,OUT,2120781159,74,8,41,100,2930002f560033a6,6488a87b1bb89bf2
75,OUT,-1557321761,75,8,40,101,283b002f56000ac1,6583a87b1bb8a295
76,OUT,-1171415275,76,8,43,102,2b32002f560000dd,668aa87b1bb8a889
77,OUT,1734882733,77,8,42,103,2ac0002f560000fa,6778a87b1bb8a8ae
78,OUT,88784020,78,8,45,96,2d5b002f57000118,60e3a87b1ab8a94c
79,OUT,-670099924,79,89,44,97,2c22002f57000966b0157d54b3147c55b2157f55b2157d54b2157d54b2157d54b2157d54b2157d54b2157d54b2157d54b2157d54b2157d54b2157d54b2157d54,619aa87b1ab8a132fdadd500feacd401ffadd701ffadd500ffadd500ffadd500ffadd500ffadd500ffadd500ffadd500ffadd500ffadd500ffadd500ffadd500
80,OUT,-567313347,80,8,47,98,2f8b002f57007757,6233a87b1ab8df03
81,OUT,57333381,81,8,46,99,2ea4002f57007778,631ca87b1ab8df2c
82,OUT,1632133052,82,8,33,108,2146002f5700779a,6cfea87b1ab8dfce
83,OUT,-1139935996,83,8,32,109,2061002f570077bd,6dd9a87b1ab8dfe9
84,OUT,-1525854770,84,8,35,110,233d002f570077e1,6e85a87b1ab8dfb5
85,OUT,2018043766,85,8,34,111,22da002f58007806,6f62a87b15b8d052
86,OUT,443182671,86,8,37,104,25f0002f5800782c,6848a87b15b8d078
87,OUT,-953170697,87,8,36,105,248f002f58007853,6937a87b15b8d007
88,OUT,678109147,88,8,39,106,27a7002f5800787b,6a1fa87b15b8d02f
89,OUT,-181488285,89,8,38,107,2678002f580078a4,6bc0a87b15b8d0f0
90,OUT,-1760805798,90,8,25,84,1912002f580078ce,54aaa87b15b8d09a
91,OUT,1246336738,91,8,24,85,1825002f580078f9,559da87b15b8d0ad
92,OUT,1397304872,92,8,27,86,1bf9002f59007925,5641a87b14b8d171
93,OUT,-1911782256,93,8,26,87,1a8e002f59007952,5736a87b14b8d106
94,OUT,-332526167,94,8,29,80,1d5c002f59007980,50e4a87b14b8d1d4
95,OUT,829138705,95,8,28,81,1c73002f590079af,51cba87b14b8d1fb
96,OUT,-529606261,96,8,31,82,1f03002f590079df,52bba87b14b8d18b
97,OUT,1026257715,97,8,30,83,1ecc002f5a007a10,5374a87b17b8d244
98,OUT,1594489354,98,8,17,92,119e002f5a007a42,5c26a87b17b8d216
99,OUT,-2108927822,99,8,16,93,10a9002f5a007a75,5d11a87b17b8d221
100,OUT,-1689458568,100,8,19,94,1375002f5a007aa9,5ecda87b17b8d2fd
101,OUT,1175012032,101,8,18,95,1202002f5a007ade,5fbaa87b17b8d28a
102,OUT,606850041,102,8,21,88,15c8002f5b007b14,5870a87b16b8d340
103,OUT,-110206655,103,8,20,89,1497002f5b007b4b,592fa87b16b8d31f
104,OUT,371898989,104,8,23,90,175f002f5b007b83,5ae7a87b16b8d3d7
105,OUT,-881913643,105,8,22,91,1660002f5b007bbc,5bd8a87b16b8d3e8
106,OUT,-1454532116,106,8,9,68,092a002f5b007bf6,4492a87b16b8d3a2
107,OUT,1946694484,107,8,8,69,08ed002f5c007c31,4555a87b11b8d465
108,OUT,1829276574,108,8,11,70,0bb1002f5c007c6d,4609a87b11b8d439
109,OUT,-1337122522,109,8,10,71,0a76002f5c007caa,47cea87b11b8d4fe
110,OUT,-764434401,110,8,13,64,0d34002f5c007ce8,408ca87b11b8d4bc
111,OUT,254411431,111,8,12,65,0cfb002f5d007d27,4143a87b10b8d573
112,OUT,151677110,112,8,15,66,0fbb002f5d007d67,4203a87b10b8d533
113,OUT,-732970482,113,8,14,67,0e74002f5d007da8,43cca87b10b8d5fc
114,OUT,-1234351305,114,8,1,76,01f7002f5d003bea,4c4fa87b10b893be
115,OUT,1797841295,115,8,0,77,00f7002f5e00092d,4d4fa87b13b8a179
116,OUT,1915246917,116,8,3,78,0351002f5e001071,4ee9a87b13b8b825
117,OUT,-1351748611,117,12,2,79,0208002f5e0049b2e5b47d54,4fb0a87b13b8e1e6a80cd500
1,IN,0,0,31066,96,1,01608729006787290062872900608729006087290060872900608f29006087170060872200608728006087290560872900608729006087290060872900608729006887290060b82900608529006087290060872900608729006087290060872900608729006087290463872900208729006b87290061872900608029006087290060872900608729006087290060872100608729416087290b60872901608729006787290062872900608729006087290060872900608f290060876b0060872200608728006087290760872902608729006087290060872900608729006887290060c32900608c29006086290060872000608729006087290060872900608729006087290860872900258729006b87290061872900608e2900608f290060872900608729006087290060872100608729466087290b60872901608729006787290062872900608729006087290060872900608f290060876e0060872200608728006087290760872902608729006087290060872900608729006887290060cf2900608c29006086290060872e0060872b006087290060872900608729006087290860872900298729006b872900618729006080290060852900608729006087290060872900608721006087294a6087290b60872901608729006787290062872900608729006087290060872900608f29006087620060872200608728006087290760872902608729006087290060872900608729006887290060cb2900608c29006086290060872e006087290060872900608729006087290060872908608729002d8729006887290061872900608629006087290060872900608729006087290060872b016087294e6087290860872901618729006187290060872900608729006087290060872900608528006087660060872100608728026087290160872900608729006087290060872900608729006286290060d72900608f290060862a0060872800608729006087290060872900608729006087290261872900318729006887290061832900608629006087290060872900608729006087290060872b016087295260872908608729016587290061872900608729006087290060872900608729006085280060877a0060872100608728066087290160872900608729006087290060872900608729006286290060d32900608f290060862e00608728006087290060872900608729006087290060872902618729003587290068872900618f2900608629006087290060872900608729006087290060872b016087295660872908608729016987290061872900608729006087290060872900608729006085280060877e00608721006087280a6087290160872900608729006087290060872900608729006286290060df2900608f29006086220060872800608729006087290060872900608729006087290261872900a08729006187290061872900608629006087290060872900608729006087290060872a0a608729c36087290160872901608729006187290060872900608729006087290060872900608423006087b801608723006087281e6087290260872900608729006087290060872900608729006887290060152800608c29006086290060872a00608729006087290060872900608729006087290860872900ad8629009f78d6ff60872900608729006087290060872900608729006087290060872100608729216387290b60872901608729006587290060872900608729006087290060872900608f290060870b0360872200608728006087290560872900608729006087290060872900608729006887290060a42a00608c29006086290060872c00608729006087290060872900608729006087290860872900448429006b87290061872900608029006085290060872900608729006087290060872100608729256387290b60872901608729006787290062872900608729006087290060872900608f290060870f0360872200608728006087290760872902608729006087290060872900608729006887290060a02a006078d6ff9f87290060872900608729006087290060872900608729006087290860872900488429006b87290061872900608e29006087290060872900608729006087290060872100608729296387290b60872901608729006987290068872900608729006087290060872900608f2900608702036087d6ff9f7829006087290060872900608729006087290060872900608729006887290060ab2a00608f29006086280060872f006087290060872900608729006087290060872904788729004d8429009f78d6ff608729006087290060872900608729006087290060872900608721006087292e638729086087290162872900668729006087290060872900608729006087290060833100608706036087d6ff9f7829006087290060872900608729006087290060872900608729006887290060b72a00608c2900608629006087210060872a006087290060872900608729006087290860872900518429006b87290061872900608f29006084290060872900608729006087290060872100608729326387290b60872901608729006687290060872900608729006087290060872900608f290060871a0360872200608728006087290860872903608729006087290060872900608729006887290060b32a00608c29006086290060872f00608729006087290060872900608729006087290860872900578429006387290060872900608729006087290060872900608729006087290060872d0360872938638729026087290060872900608729006087290060872900608729006087290060832a006087100360872b00608729006087290060872900608729006087290060872900608729006484290060bd2a00608c29006086290060872e0060872f0060872900608729006087290060872908608729005b8429006487290060872900608729006087290060872900608729006087290060872d036087293f638729026087290060872900608729006087290060872900608729006087290060832a0060cfb1002386dc002320172a0060164e0060166b036016280060162a0060162a0060162a0060162a0060162a0060162a0060162a0064152a0060432900601d2a0060172a0060162f0060162a0060162a0060162a0060162a0060162a0860162a0036152a006b162a0061162a0060132a0060162a0060162a0060162a0060162a006016220060162a5763162a0b60162a0160162a0065162a0060162a0060162a0060162a0060162a00601e2a00601672036016210060162b0060162a0760162a0260162a0060162a0060162a0060162a0068162a00604f2900601d2a0060172a006016230060162a0060162a0060162a0060162a0060162a0860162a003d152a006b162a0061162a0060132a0060162a0060162a0060162a0060162a006016220060162a5e63162a0b60162a0160162a0067162a0062162a0060162a0060162a0060162a00601e2a00601675036016210060162b0060162a0560162a0060162a0060162a0060162a0060162a0068162a0060762900601d2a0060172a0060162f0060162a0060162a0060162a0060162a0060162a0860162a0001152a006b162a0061162a0060112a0060162a0060162a0060162a0060162a006016220060162a7b63162a0b60162a0160162a0065162a0060162a0060162a0060162a0060162a00601e2a00601656036016210060162b0060162a0760162a0260162a0060162a0060162a0060162a0068162a00606b2900601d2a0060172a0060162f0060162a0060162a0060162a0060162a0060162a0860162a001e152a006b162a0061162a0060112a0060142a0060162a0060162a0060162a006016220060162a9863162a0860162a0160162a0063162a0060162a0060162a0060162a0060162a0060152e006016b3036016220060162b0160162a0360162a0060162a0060162a0060162a0060162a0063122a00608c2900601e2a00601728006016290060162a0060162a0060162a0060162a0060162a0364162a00fb152a0068162a0061152a0060152a0060162a0060162a0060162a0060162a006016290460162a9c63162a0860162a0164162a0063162a0060162a0060162a0060162a0060162a0060152e006016b7036016220060162b0560162a0360162a0060162a0060162a0060162a0060162a0063122a0060882900601e2a0060172c006016290060162a0060162a0060162a0060162a0060162a0364162a00ff152a0068162a0061112a0060152a0060162a0060162a0060162a0060162a006016290460162aa063162a0860162a0168162a0063162a0060162a0060162a0060162a0060162a0060152e0060168b036016220060162b0960162a0360162a0060162a0060162a0060162a0060162a0063122a0060b42900601e2a00601720006016290060162a0060162a0060162a0060162a0060162a0364162a00c3152a0068162a00611d2a0060152a0060162a0060162a0060162a0060162a006016290460162aac63162aff9fe9d50060162a0060162a0060162a0060162a0060162a0060162a00601e2a00601687036016d5ff9fe92a0060162a0060162a0060162a0060162a0060162a0060162a0068162a0060b8290060e9d5ff9f162a0060162a0060162a0060162a0060162a0060162a0060162a0860162a00cf152a009fe9d5ff60162a0060162a0060162a0060162a0060162a0060162a006016220060162ab063162aff9fe9d50060162a0060162a0060162a0060162a0060162a0060162a00601e2a0060169b036016d5ff9fe92a0060162a0060162a0060162a0060162a0060162a0060162a0068162a0060a4290060e9d5ff9f162a0060162a0060162a0060162a0060162a0060162a0060162a0860162a00d3152a009fe9d5ff60162a0060162a0060162a0060162a0060162a0060162a006016220060162ab463162aff9fe9d50060162a0060162a0060162a0060162a0060162a0060162a00601e2a0060169f036016d5ff9fe92a0060162a0060162a0060162a0060162a0060162a0060162a0068162a0060a0290060e9d5ff9f162a0060162a0060162a0060162a0060162a0060162a0060162a0860162a00d7152a009fe9d5ff60162a0060162a0060162a0060162a0060162a0060162a006016220060162ac063162a0b60162a0160162a0067162a0063162a0060162a0060162a0060162a00601e2a006016eb036016210060162b0060162a0760162a0360162a0060162a0060162a0060162a0068162a0060d42900601d2a0060172a006016230060162a0060162a0060162a0060162a0060162a0860162a00aa152a0068162a0061162a0060142a0060162a0060162a0060162a0060162a006016280260162acb63162a0860162a0161162a0062162a0060162a0060162a0060162a0060162a00601428006016e6036016220060162b0260162a0260162a0060162a0060162a0060162a0060162a0062142a0060db2900601e2a00601729006016280060162a0060162a0060162a0060162a0060162a0262162a00ae152a0068162a0061122a0060142a0060162a0060162a0060162a0060162a006016280260162acf63162a0860162a0165162a0062162a0060162a0060162a0060162a006016,?
