idx,dir,f12,seq,plen,b0,d0,enc,dec
35,OUT,-1073035385,35,8,19,94,1365002c57000d55,5edda8781ab8a501
36,OUT,-653623475,36,9,18,95,1270002c5700097705,5fc8a8781ab8a12348
37,OUT,72340981,37,8,17,92,119a002c57003498,5c22a8781ab89ccc
38,OUT,1718443212,38,8,16,93,10fb002c570031bb,5d43a8781ab899ef
39,OUT,-1154943372,39,8,23,90,1749002c570032df,5af1a8781ab89a8b
40,OUT,1416375640,40,8,22,91,163c002c58003e04,5b84a87815b89650
41,OUT,-1993766944,41,29,21,88,15f9002c58004f3f669daeab996a5154999caeab6662515499635154cd,5841a87815b8e76b2b2506ffd4d2f900d42406ff2bdaf900d4dbf90080
42,OUT,-351596839,42,8,20,89,1471002c58001651,59c9a87815b8be05
43,OUT,911123553,43,27,27,86,1b80002c5800406ae56a51542f9782845c9be4a3e46a51547958c9,5638a87815b8e83ea8d2f900622f2ad011234cf7a9d2f90034e061
44,OUT,793648299,44,12,26,87,1a1c002c58004fa60b6f5154,57a4a87815b8e7f246d7f900
45,OUT,-234113517,45,12,25,84,1972002c58004fc833735154,54caa87815b8e79c7ecbf900
46,OUT,-1876345046,46,27,24,85,180e002c580040e45d775154978a8284e486e4a35c8b4854bb3d51,55b6a87815b8e8b010cff900da322ad0a93e4cf71133e000f685f9
47,OUT,1298961810,47,8,31,82,1f5a002c59004e23,52e2a87814b8e677
48,OUT,1263337347,48,8,30,83,1eb9002c59004e50,5301a87814b8e604
49,OUT,-1777773253,49,12,29,80,1dbf002c59004e7add835154,5007a87814b8e62e903bf900
50,OUT,-1880909073,50,8,0,77,000000000a000000,4db8a85447b8a854
51,OUT,1386623063,51,8,0,77,000000000c000000,4db8a85441b8a854
52,OUT,1269205149,52,270,179,254,b3b2001c5400565f00c89e556df0a76432f9a65500c89e5500c89e5500c89e5500c89e5500c89e5500c89e5500c89e5500c89e5500c89e5500c89e5500c89e55,fe0aa84819b8fe0b4d70360120480f307f410e014d7036014d7036014d7036014d7036014d7036014d7036014d7036014d7036014d7036014d7036014d703601
53,OUT,-1763499483,53,8,178,255,b289001c5500375a,ff31a84818b89f0e
54,OUT,-188634340,54,8,177,252,b1af001c55000f5c,fc17a84818b8a708
55,OUT,696517028,55,8,176,253,b0eb001c5500315f,fd53a84818b8990b
56,OUT,-960439672,56,8,183,250,b765001c55000963,fadda84818b8a137
57,OUT,461729840,57,16,182,251,b6d7001c55004e6005dc9e5504dc9e55,fb6fa84818b8e6344864360149643601
58,OUT,2041051401,58,16,181,248,b5d1001c55004e6608e09e5509e09e55,f869a84818b8e6324558360144583601
59,OUT,-1528671311,59,16,180,249,b4ca001c55004e7d0ce49e550ee49e55,f972a84818b8e629415c3601435c3601
60,OUT,-1109202053,60,8,187,246,bb30001c55004d7d,f688a84818b8e529
61,OUT,1621574083,61,8,186,247,ba9d001c55003386,f725a84818b89bd2
62,OUT,42322170,62,8,185,244,b9d4001c55003790,f46ca84818b89fc4
63,OUT,-541040062,63,12,184,245,b828001c5500429f2df49e55,f590a84818b8eacb604c3601
64,OUT,-1520221377,64,12,191,242,bf14001c550042a336f89e55,f2aca84818b8eaf77b403601
65,OUT,2015816071,65,12,190,243,bec8001c550042b041fc9e55,f370a84818b8eae40c443601
66,OUT,436494526,66,8,189,240,bd91001c55004fc2,f029a84818b8e796
67,OUT,-951989754,67,12,188,241,bc26001c550049d5a5fb60aa,f19ea84818b8e181e843c8fe
68,OUT,-566136116,68,8,163,238,a32f001c55004fe1,ee97a84818b8e7b5
69,OUT,50649204,69,8,162,239,a25c001c55004ff2,efe4a84818b8e7a6
70,OUT,1629901133,70,8,161,236,a1e2001c56000f04,ec5aa8481bb8a750
71,OUT,-1134298123,71,8,160,237,a040001c56004f17,edf8a8481bb8e743
72,OUT,1395073241,72,8,167,234,a7b2001c5600322b,ea0aa8481bb89a7f
73,OUT,-1906144671,73,8,166,235,a650001c56000840,ebe8a8481bb8a014
74,OUT,-331349160,74,8,165,232,a5b9001c56000856,e801a8481bb8a002
75,OUT,822454752,75,8,164,233,a4eb001c5600346d,e953a8481bb89c39
76,OUT,671420714,76,8,171,230,ab4a001c56003285,e6f2a8481bb89ad1
77,OUT,-180307054,77,8,170,231,aa6a001c5600339e,e7d2a8481bb89bca
78,OUT,-1755172181,78,8,169,228,a92e001c560033b8,e496a8481bb89bec
79,OUT,1244108819,79,8,168,229,a829001c56000ad3,e591a8481bb8a287
80,OUT,1275589122,80,8,175,226,af00001c560000ef,e2b8a8481bb8a8bb
81,OUT,-1857922886,81,8,174,227,ae36001c5700010c,e38ea8481ab8a958
82,OUT,-211758717,82,8,173,224,ad69001c5700012a,e0d1a8481ab8a97e
83,OUT,774208315,83,89,172,225,ac5c001c57000918b0459f55b3449e54b2459d54b2459f55b2459f55b2459f55b2459f55b2459f55b2459f55b2459f55b2459f55b2459f55b2459f55b2459f55,e1e4a8481ab8a14cfdfd3701fefc3600fffd3500fffd3701fffd3701fffd3701fffd3701fffd3701fffd3701fffd3701fffd3701fffd3701fffd3701fffd3701
84,OUT,925221873,84,8,147,222,93b5001c57007769,de0da8481ab8df3d
85,OUT,-362780343,85,8,146,223,9256001c5700778a,dfeea8481ab8dfde
86,OUT,-2008883088,86,8,145,220,9170001c570077ac,dcc8a8481ab8dff8
87,OUT,1426541256,87,8,144,221,9013001c570077cf,ddaba8481ab8df9b
88,OUT,-1169976860,88,8,151,218,972f001c570077f3,da97a8481ab8dfa7
89,OUT,1728461660,89,8,150,219,96c4001c58007818,db7ca84815b8d04c
90,OUT,86291045,90,8,149,216,95e2001c5800783e,d85aa84815b8d06a
91,OUT,-664725283,91,8,148,217,94b9001c58007865,d901a84815b8d031
92,OUT,-1050566633,92,8,155,214,9b51001c5800788d,d6e9a84815b8d0d9
93,OUT,472124079,93,8,154,215,9a6a001c580078b6,d7d2a84815b8d0e2
94,OUT,2114356118,94,8,153,212,993c001c580078e0,d484a84815b8d0b4
95,OUT,-1555879634,95,8,152,213,98d7001c5900790b,d56fa84814b8d15f
96,OUT,1917212596,96,8,159,210,9feb001c59007937,d253a84814b8d163
97,OUT,-1358693108,97,8,158,211,9eb8001c59007964,d300a84814b8d130
98,OUT,-853445579,98,8,157,208,9d4e001c59007992,d0f6a84814b8d1c6
99,OUT,275046029,99,8,156,209,9c1d001c590079c1,d1a5a84814b8d195
100,OUT,157574727,100,8,131,206,832d001c590079f1,ce95a84814b8d1a5
101,OUT,-735982337,101,8,130,207,82fe001c5a007a22,cf46a84817b8d276
102,OUT,-1241299514,102,8,129,204,8188001c5a007a54,cc30a84817b8d200
103,OUT,1799810942,103,8,128,205,805b001c5a007a87,cde3a84817b8d2d3
104,OUT,-2080230318,104,8,135,202,8767001c5a007abb,cadfa84817b8d2ef
105,OUT,1497865962,105,8,134,203,862c001c5a007af0,cb94a84817b8d2a4
106,OUT,996480979,106,8,133,200,85fa001c5b007b26,c842a84816b8d372
107,OUT,-434061973,107,8,132,201,8481001c5b007b5d,c939a84816b8d309
108,OUT,-14678623,108,8,139,198,8b49001c5b007b95,c6f1a84816b8d3c1
109,OUT,577089305,109,8,138,199,8a12001c5b007bce,c7aaa84816b8d39a
110,OUT,1078404640,110,8,137,196,89d4001c5c007c08,c46ca84811b8d45c
111,OUT,-1660777320,111,8,136,197,889f001c5c007c43,c527a84811b8d417
112,OUT,-1692211575,112,8,143,194,8fa3001c5c007c7f,c21ba84811b8d42b
113,OUT,1181174833,113,8,142,195,8e60001c5c007cbc,c3d8a84811b8d4e8
114,OUT,608552200,114,8,141,192,8d26001c5c007cfa,c09ea84811b8d4ae
115,OUT,-117411920,115,8,140,193,8ce5001c5d007d39,c15da84810b8d56d
116,OUT,-536815750,116,8,115,62,73a5001f5d007d79,3e1da84b10b8d52d
117,OUT,1027964354,117,8,114,63,7266001f5d007dba,3fdea84b10b8d5ee
118,OUT,1600648443,118,8,113,60,71e1001f5d003bfc,3c59a84b10b893a8
119,OUT,-2111676861,119,8,112,61,70e5001f5e00093f,3d5da84b13b8a16b
120,OUT,1835435375,120,8,119,58,77a3001f5e001083,3a1ba84b13b8b8d7
121,OUT,-1339871273,121,8,118,59,7663001f5e0006c8,3bdba84b13b8ae9c
122,OUT,-771643666,122,8,117,56,75a5001f5f00070e,381da84b12b8af5a
123,OUT,256117846,123,8,116,57,74fe001f5f000755,3946a84b12b8af01
124,OUT,373601436,124,183,123,54,7b01001f5f003d32a4fb9f55b4f08e55b4f19c55b4f19f55b4f1f854b4f19d08b4f19f56b4f19f55b4f19f22b5f19f56d9f19f55b7f19f55b4f19f5533f09f55,36b9a84b12b89566e9433701f9482601f9493401f9493701f9495000f949355cf9493702f9493701f9493776f849370294493701fa493701f94937017e483701
125,OUT,-889119196,125,115,122,55,7a7a001f5f003d8df8f39f55fbf58e55fbf59c55fbf59f55fbf5f854fbf59e7bfbf59f56fbf59f55fbf59f32faf59f57a6f59f55f8f59f55fbf59f558cf49f55,37c2a84b12b895d9b54b3701b64d2601b64d3401b64d3701b64d5000b64d362fb64d3702b64d3701b64d3766b74d3703eb4d3701b54d3701b64d3701c14c3701
126,OUT,-1457285347,126,115,121,52,79ac001f6000025b41fc9f5543fa8e5543fa9c5543fa9f5543faf85443fa9e7b43fa9f5643fa9f5543fa9f3242fa9f571efa9f5540fa9f5543fa9f5534fb9f55,3414a84b2db8aa0f0c4437010e4226010e4234010e4237010e4250000e42362f0e4237020e4237010e4237660f423703534237010d4237010e42370179433701
127,OUT,1952857509,127,115,120,53,78e7001f600002108df89f558cfe8e558cfe9c558cfe9f558cfef8548cfe9e7b8cfe9f568cfe9f558cfe9f328dfe9f57d1fe9f558ffe9f558cfe9f55fbff9f55,355fa84b2db8aa44c0403701c1462601c1463401c1463701c1465000c146362fc1463702c1463701c1463766c04637039c463701c2463701c1463701b6473701
128,OUT,1550177767,128,12,127,50,7f6a001f600077c3d602a055,32d2a84b2db8df979bba0801
129,OUT,-2128576673,129,12,126,51,7e23001f610079102007a055,339ba84b2cb8d1446dbf0801
130,OUT,-486345114,130,8,125,48,7dad001f61003f62,3015a84b2cb89736
131,OUT,1044864222,131,8,124,49,7cd7001f610003b1,316fa84b2cb8abe5
132,OUT,659022868,132,12,99,46,63f7001f62003d050c14a055,2e4fa84b2fb8955141ac0801
133,OUT,-100512084,133,12,98,47,62ab001f62003c565718a055,2f13a84b2fb894021aa00801
134,OUT,-1742682219,134,9,97,44,61a2001f62003ca537,2c1aa84b2fb894f17a
135,OUT,1164274989,135,8,96,45,60e7001f62003cf7,2d5fa84b2fb894a3
136,OUT,-1440631295,136,12,103,42,67bd001f63003c4f4e25a055,2a05a84b2eb8941b039d0801
137,OUT,2003049657,137,8,102,43,664f001f630035a0,2bf7a84b2eb89df4
138,OUT,356947328,138,8,101,40,65ca001f630035f6,2872a84b2eb89da2
139,OUT,-939311304,139,89,100,41,6458001f64003a1c4432a0554733a1544632a2544632a0554632a0554632a0554632a0554632a0554632a0554632a0554632a0554632a0554632a0554632a055,29e0a84b29b89248098a08010a8b09000b8a0a000b8a08010b8a08010b8a08010b8a08010b8a08010b8a08010b8a08010b8a08010b8a08010b8a08010b8a0801
140,OUT,-788297742,140,8,107,38,6b85001f64002aa5,263da84b29b882f1
141,OUT,205925706,141,8,106,39,6aff001f64007ffe,2747a84b29b8d7aa
142,OUT,1852089459,142,8,105,36,6997001f65007258,242fa84b28b8da0c
143,OUT,-1289679157,143,8,104,37,6872001f650041b3,25caa84b28b8e9e7
144,OUT,-1258199846,144,12,111,34,6fb6001f6600710bfe47a055,220ea84b2bb8d95fb3ff0801
145,OUT,1749339746,145,12,110,35,6e9a001f660039685d4ca055,2322a84b2bb8913c10f40801
146,OUT,174475099,146,168,109,32,6d36001f66007e6a2950a055cd50a055b550a055b450a055b550a0558651a055b550a055b150a055cd50a0550f8e1b240a6e11aaf295ca0e593d42f9d6b1ee2a,208ea84b2bb8d63e64e8080180e80801f8e80801f9e80801f8e80801cbe90801f8e80801fce8080180e808014236b37047d6b9febf2d625a1485eaad9b09467e
147,OUT,-685511197,147,16,108,33,6c9c001f670070211555a055978e5c57,2124a84b2ab8d87558ed0801da36f403
148,OUT,-836545239,148,16,83,30,533c001f670070817759a055ff825c57,1e84a84b2ab8d8d53ae10801b23af403
149,OUT,325517201,149,12,82,31,5245001f670070eecf5da055,1ffda84b2ab8d8ba82e50801
150,OUT,1900312232,150,8,81,28,51f8001f68000c4c,1c40a84b25b8a418
151,OUT,-1409164272,151,16,80,29,5010001f680073a79066a0559166a055,1da8a84b25b8dbf3ddde0801dcde0801
152,OUT,1128597308,152,16,87,26,57ac001f6900721bf36aa055f26aa055,1a14a84b24b8da4fbed20801bfd20801
153,OUT,-1644122748,153,16,86,27,56c7001f69007270576fa055556fa055,1b7fa84b24b8da241ad7080118d70801
154,OUT,-64871235,154,8,85,24,5593001f690071de,182ba84b24b8d98a
155,OUT,560434693,155,8,84,25,545e001f6a000c45,19e6a84b27b8a411
156,OUT,946288335,156,12,91,22,5bd1001f6a007da9847ca055,1669a84b27b8d5fdc9c40801
157,OUT,-450716553,157,8,90,23,5a45001f6b007116,17fda84b26b8d942
158,OUT,-2030037682,158,12,89,20,5977001f6b007784ac7a5faa,14cfa84b26b8dfd0e1c2f7fe
159,OUT,1514520566,159,8,88,21,5825001f6b0071eb,159da84b26b8d9bf
160,OUT,-1958690452,160,8,95,18,5ff9001f6c007657,1241a84b21b8de03
161,OUT,1443195860,161,8,94,19,5e22001f6c0035c4,139aa84b21b89d90
162,OUT,875029229,162,8,93,16,5d65001f6d007432,10dda84b20b8dc66
163,OUT,-379434923,163,8,92,17,5c38001f6d0009a1,1180a84b20b8a1f5
164,OUT,-261951329,164,8,67,14,4301001f6e003011,0eb9a84b23b89845
165,OUT,757553703,165,8,66,15,426d001f6e003082,0fd5a84b23b898d6
166,OUT,1325781790,166,8,65,12,4172001f6e000cf4,0ccaa84b23b8a4a0
167,OUT,-1841268314,167,8,64,13,40f1001f6f000a67,0d49a84b22b8a233
168,OUT,2097455754,168,8,71,10,4721001f6f0033db,0a99a84b22b89b8f
169,OUT,-1606350798,169,8,70,11,46bf001f70002650,0b07a84b3db88e04
170,OUT,-1033666293,170,8,69,8,45fa001f700026c6,0842a84b3db88e92
171,OUT,522595251,171,89,68,9,4428001f71002f6cf4bea055f7bfa154f6bea254f6bea055f6bea055f6bea055f6bea055f6bea055f6bea055f6bea055f6bea055f6bea055f6bea055f6bea055,0990a84b3cb88738b9060801ba070900bb060a00bb060801bb060801bb060801bb060801bb060801bb060801bb060801bb060801bb060801bb060801bb060801
172,OUT,103191417,172,8,75,6,4ba8001f710017b5,0610a84b3cb8bfe1
173,OUT,-614254143,173,8,74,7,4af4001f7200252e,074ca84b3fb88d7a
174,OUT,-1186877192,174,8,73,4,4988001f72003ca8,0430a84b3fb894fc
175,OUT,1677990464,175,12,72,5,489d001f73006427d4d0a055,0525a84b3eb8cc7399680801
176,OUT,1646555217,176,12,79,2,4f21001f7300649b4ed5a055,0299a84b3eb8cccf036d0801
177,OUT,-1084106007,177,12,78,3,4e87001f74004e18c9d9a055,033fa84b39b8e64c84610801
