idx,dir,f12,seq,plen,b0,d0,enc,dec
36,OUT,-653623475,36,27,238,163,ee78000c57004f92eebd05552440d685574cb0a2efbd055581578e,a3c0a8581ab8e7c6a305ad0169f87ed11af418f6a205ad01ccef26
37,OUT,72340981,37,12,233,164,e91d000c570040a70fc20555,a4a5a8581ab8e8f3427aad01
38,OUT,1718443212,38,27,232,165,e83f000c57004fd531c60555fb3bd6858837b0a2303a1c558a22c6,a587a8581ab8e7817c7ead01b6837ed1c58f18f67d82b401c79a6e
39,OUT,-1154943372,39,8,235,166,eb93000c570040ea,a62ba8581ab8e8be
40,OUT,1416375640,40,8,234,167,eae6000c58004f0f,a75ea85815b8e75b
41,OUT,-1993766944,41,12,229,168,e5f4000c58004f3199d20555,a84ca85815b8e765d46aad01
42,OUT,897768010,42,8,0,77,000000000a000000,4db8a85447b8a854
43,OUT,-389582606,43,8,0,77,000000000c000000,4db8a85441b8a854
44,OUT,-238565320,44,270,205,128,cd82007c5400566f003097566d08ae673201af560030975600309756003097560030975600309756003097560030975600309756003097560030975600309756,803aa82819b8fe3b4d883f0220b006337fb907024d883f024d883f024d883f024d883f024d883f024d883f024d883f024d883f024d883f024d883f024d883f02
45,OUT,746742400,45,8,206,131,ceb9007c5500376a,8301a82818b89f3e
46,OUT,1319168953,46,8,207,130,cf9f007c55000f6c,8227a82818b8a738
47,OUT,-1813692159,47,8,200,133,c8db007c5500316f,8563a82818b8993b
48,OUT,-1782240496,48,8,201,132,c975007c55000973,84cda82818b8a127
49,OUT,1216381352,49,16,202,135,cac7007c55004e700544975604449756,877fa82818b8e62448fc3f0249fc3f02
50,OUT,715262097,50,16,203,134,cbc1007c55004e760848975609489756,8679a82818b8e62245f03f0244f03f02
51,OUT,-135814615,51,16,196,137,c43a007c55004e8d0c4c97560e4c9756,8982a82818b8e6d941f43f0243f43f02
52,OUT,-286844189,52,8,197,136,c5c0007c55004d8d,8878a82818b8e5d9
53,OUT,866299995,53,8,198,139,c68d007c55003396,8b35a82818b89bc2
54,OUT,1367357794,54,8,199,138,c7e4007c550037a0,8a5ca82818b89ff4
55,OUT,-1933208614,55,12,192,141,c018007c550042af2d5c9756,8da0a82818b8eafb60e43f02
56,OUT,1669417206,56,12,193,140,c104007c550042b336609756,8cbca82818b8eae77bd83f02
57,OUT,-1094393266,57,12,194,143,c2b8007c550042c041649756,8f00a82818b8ea940cdc3f02
58,OUT,-588878985,58,8,195,142,c381007c55004fd2,8e39a82818b8e786
59,OUT,27509199,59,12,220,145,dc16007c550049e5a59368a9,91aea82818b8e1b1e82bc0fd
60,OUT,413366533,60,8,221,144,dd3f007c55004ff1,9087a82818b8e7a5
61,OUT,-974728259,61,8,222,147,deac007c56004c02,9314a8281bb8e456
62,OUT,-1480303996,62,8,223,146,dff2007c56000f14,924aa8281bb8a740
63,OUT,2055335996,63,8,216,149,d870007c56004f27,95c8a8281bb8e773
64,OUT,2281793,64,8,217,148,d9a2007c5600323b,941aa8281bb89a6f
65,OUT,-580420615,65,8,218,151,da40007c56000850,97f8a8281bb8a004
66,OUT,-1085934912,66,8,219,150,db89007c56000866,9631a8281bb8a032
67,OUT,1644189816,67,8,212,153,d4fb007c5600347d,9943a8281bb89c29
68,OUT,2063655090,68,8,213,152,d55a007c56003295,98e2a8281bb89ac1
69,OUT,-1505408502,69,8,214,155,d65a007c560033ae,9be2a8281bb89bfa
70,OUT,-999832781,70,8,215,154,d75e007c560033c8,9ae6a8281bb89b9c
71,OUT,421685643,71,8,208,157,d019007c56000ae3,9da1a8281bb8a2b7
72,OUT,-161041753,72,8,209,156,d110007c560000ff,9ca8a8281bb8a8ab
73,OUT,723720223,73,8,210,159,d226007c5700011c,9f9ea8281ab8a948
74,OUT,1224839462,74,8,211,158,d379007c5700013a,9ec1a8281ab8a96e
75,OUT,-1807467618,75,89,236,161,ec4c007c57000908b0ad9756b3ac9657b2ad9557b2ad9756b2ad9756b2ad9756b2ad9756b2ad9756b2ad9756b2ad9756b2ad9756b2ad9756b2ad9756b2ad9756,a1f4a8281ab8a15cfd153f02fe143e03ff153d03ff153f02ff153f02ff153f02ff153f02ff153f02ff153f02ff153f02ff153f02ff153f02ff153f02ff153f02
76,OUT,-1924889772,76,8,237,160,eda5007c57007779,a01da8281ab8df2d
77,OUT,1342253548,77,8,238,163,ee46007c5700779a,a3fea8281ab8dfce
78,OUT,841195733,78,8,239,162,ef60007c570077bc,a2d8a8281ab8dfe8
79,OUT,-278525331,79,8,232,165,e803007c570077df,a5bba8281ab8df8b
80,OUT,-381263748,80,8,233,164,e9df007c58007803,a467a82815b8d057
81,OUT,872663748,81,8,234,167,eaf4007c58007828,a74ca82815b8d07c
82,OUT,1445020669,82,8,235,166,eb92007c5800784e,a62aa82815b8d01a
83,OUT,-1956320955,83,8,228,169,e4a9007c58007875,a911a82815b8d021
84,OUT,-1838919281,84,8,229,168,e541007c5800789d,a8f9a82815b8d0c9
85,OUT,1327627063,85,8,230,171,e61a007c580078c6,aba2a82815b8d092
86,OUT,755200526,86,8,231,170,e72c007c580078f0,aa94a82815b8d0a4
87,OUT,-263792458,87,8,224,173,e0c7007c5900791b,ad7fa82814b8d14f
88,OUT,520225690,88,8,225,172,e19b007c59007947,ac23a82814b8d113
89,OUT,-1035491038,89,8,226,175,e2a8007c59007974,af10a82814b8d120
90,OUT,-1603985381,90,8,227,174,e37e007c590079a2,aec6a82814b8d1f6
91,OUT,2099284643,91,8,252,177,fc0d007c590079d1,b1b5a82814b8d185
92,OUT,1679831657,92,8,253,176,fddd007c5a007a01,b065a82817b8d255
93,OUT,-1184524079,93,8,254,179,feee007c5a007a32,b356a82817b8d266
94,OUT,-616099352,94,8,255,178,ffb8007c5a007a64,b200a82817b8d230
95,OUT,100842320,95,8,248,181,f84b007c5a007a97,b5f3a82817b8d2c3
96,OUT,-687356470,96,8,249,180,f917007c5a007acb,b4afa82817b8d29f
97,OUT,172126066,97,8,250,183,fadc007c5b007b00,b764a82816b8d354
98,OUT,1751180875,98,8,251,182,fbea007c5b007b36,b652a82816b8d362
99,OUT,-1255846669,99,8,244,185,f4b1007c5b007b6d,b909a82816b8d339
100,OUT,-1406798791,100,8,245,184,f579007c5b007ba5,b8c1a82816b8d3f1
101,OUT,1902141057,101,8,246,187,f602007c5b007bde,bbbaa82816b8d38a
102,OUT,323147704,102,8,247,186,f7c4007c5c007c18,ba7ca82811b8d44c
103,OUT,-838370048,103,8,240,189,f08f007c5c007c53,bd37a82811b8d407
104,OUT,558081580,104,8,241,188,f153007c5c007c8f,bceba82811b8d4db
105,OUT,-66712428,105,8,242,191,f210007c5c007ccc,bfa8a82811b8d498
106,OUT,-1641773651,106,8,243,190,f3d6007c5d007d0a,be6ea82810b8d55e
107,OUT,1130442517,107,8,140,193,8c95007c5d007d49,c12da82810b8d51d
108,OUT,1516345311,108,8,141,192,8d55007c5d007d89,c0eda82810b8d5dd
109,OUT,-2027668121,109,8,142,195,8e16007c5d007dca,c3aea82810b8d59e
110,OUT,-452545442,110,8,143,194,8f11007c5e00380c,c2a9a82813b89058
111,OUT,943922918,111,8,136,197,8895007c5e00094f,c52da82813b8a11b
112,OUT,1046705399,112,8,137,196,89b3007c5e001093,c40ba82813b8b8c7
113,OUT,-483991985,113,12,138,199,8a66007c5e0049dce54c9856,c7dea82813b8e188a8f43002
114,OUT,-2130421898,114,8,139,198,8bb5007c5f00071e,c60da82812b8af4a
115,OUT,1547828686,115,8,132,201,84ce007c5f000765,c976a82812b8af31
116,OUT,1161905412,116,8,133,200,8506007c5f0007ad,c8bea82812b8aff9
117,OUT,-1744506948,117,183,134,203,866a007c5f003d59eb579856fb5cb856fb5d9b56fb5d9856fb5dc057fb5d9a08fb5d9855fb5d9856fb5d9821fa5d9855a55d9856f85d9856fb5d98568c5c9856,cbd2a82812b8950da6ef3002b6e41002b6e53302b6e53002b6e56803b6e5325cb6e53001b6e53002b6e53075b7e53001e8e53002b5e53002b6e53002c1e43002
118,OUT,-98146683,118,115,135,202,87dc007c6000022b406498564362b85643629b56436298564362c05743629979436298554362985643629831426298541d629856406298564362985634639856,ca64a8282db8aa7f0ddc30020eda10020eda33020eda30020eda68030eda312d0eda30010eda30020eda30650fda300050da30020dda30020eda300279db3002
119,OUT,660851773,119,115,128,205,8017007c600002e08e6098568c66b8568c669b568c6698568c66c0578c6699798c6698558c6698568c6698318d669854d26698568f6698568c669856fb679856,cdafa8282db8aab4c3d83002c1de1002c1de3302c1de3002c1de6803c1de312dc1de3001c1de3002c1de3065c0de30009fde3002c2de3002c1de3002b6df3002
120,OUT,-936962287,120,115,129,204,814b007c600002bcd76c9856d66ab856d66a9b56d66a9856d66ac057d66a9979d66a9855d66a9856d66a9831d76a9854886a9856d56a9856d66a9856a16b9856,ccf3a8282db8aae89ad430029bd210029bd233029bd230029bd268039bd2312d9bd230019bd230029bd230659ad23000c5d2300298d230029bd23002ecd33002
121,OUT,358792617,121,12,130,207,8289007c61007620216f9856,cf31a8282cb8de746cd73002
122,OUT,2000696464,122,12,131,206,8345007c610079766c739856,cefda8282cb8d12221cb3002
123,OUT,-1442472408,123,8,156,209,9c0e007c61003fc1,d1b6a8282cb89795
124,OUT,-1291507998,124,8,157,208,9d77007c62000011,d0cfa8282fb8a845
125,OUT,1849723994,125,12,158,211,9e94007c62003d6651809856,d32ca8282fb895321c383002
126,OUT,207750499,126,12,159,210,9f4d007c62003cb0a7849856,d2f5a8282fb894e4ea3c3002
127,OUT,-785928229,127,9,152,213,9801007c63003d0687,d5b9a8282eb89552ca
128,OUT,-115062887,128,8,153,212,994b007c63003d5b,d4f3a8282eb8950f
129,OUT,610397473,129,12,154,215,9a46007c63003cb49b919856,d7fea8282eb894e0d6293002
130,OUT,1178821656,130,8,155,214,9be9007c64003206,d651a82829b89a52
131,OUT,-1694052704,131,8,148,217,9461007c6400325d,d9d9a82829b89a09
132,OUT,-2113505686,132,89,149,216,95a0007c64003ae49e9e98569d9f99579c9e9a579c9e98569c9e98569c9e98569c9e98569c9e98569c9e98569c9e98569c9e98569c9e98569c9e98569c9e9856,d818a82829b892b0d3263002d0273103d1263203d1263002d1263002d1263002d1263002d1263002d1263002d1263002d1263002d1263002d1263002d1263002
133,OUT,1598282962,133,8,150,219,962e007c65002b0e,db96a82828b8835a
134,OUT,1029789163,134,12,151,218,97d6007c6500726c4ba79856,da6ea82828b8da38061f3002
135,OUT,-534446253,135,12,144,221,907d007c650072c7a4ab9856,ddc5a82828b8da93e9133002
136,OUT,257959039,136,8,145,220,911e007c66007d1f,dca6a8282bb8d54b
137,OUT,-769290553,137,8,146,223,92b3007c6600717c,df0ba8282bb8d928
138,OUT,-1341716482,138,8,147,222,931b007c660042da,dea3a8282bb8ea8e
139,OUT,1833086278,139,12,172,225,ac80007c6700703d12bd9856,e138a8282ab8d8695f053002
140,OUT,1950487948,140,12,173,224,ad6f007c6700389d76c19856,e0d7a8282ab890c93b793002
141,OUT,-1459110092,141,12,174,227,ae44007c670070fecfc59856,e3fca8282ab8d8aa827d3002
142,OUT,-886753779,142,168,175,226,afa0007c680070fcb3ca985657ca98562fca98562eca98562fca9856bbc998562fca98562bca985657ca9856a702ee236d4ca51be1dc737340618836774ae5e5,e218a82825b8d8a8fe7230021a723002627230026372300262723002f671300262723002667230021a723002eaba467720f40d4fac64db270dd920623af24db1
143,OUT,375430325,143,12,168,229,a801007c68007fbb90ce9856,e5b9a82825b8d7efdd763002
144,OUT,272692900,144,16,169,228,a996007c69007e2bf5d298567d096454,e42ea82824b8d67fb86a300230b1cc00
145,OUT,-855286756,145,16,170,231,aa3d007c69007e8052d79856cc0c6454,e785a82824b8d6d41f6f300281b4cc00
146,OUT,-1356344027,146,12,171,230,ab50007c69007eeab9db9856,e6e8a82824b8d6bef4633002
147,OUT,1919057821,147,12,164,233,a4eb007c6a007d511ee09856,e953a82827b8d50553583002
148,OUT,1801635671,148,12,165,232,a512007c6a007db984e49856,e8aaa82827b8d5edc95c3002
149,OUT,-1238929937,149,8,166,235,a692007c6b000f26,eb2aa82826b8a772
150,OUT,-737811242,150,16,167,234,a72f007c6b00709853ed985652ed9856,ea97a82826b8d8cc1e5530021f553002
151,OUT,155209326,151,16,160,237,a044007c6b0070f3bdf19856bcf19856,edfca82826b8d8a7f0493002f1493002
152,OUT,-435907262,152,16,161,236,a1d8007c6c00776f24f6985626f69856,ec60a82821b8df3b694e30026b4e3002
153,OUT,994131962,153,8,162,239,a299007c6c0074d4,ef21a82821b8dc80
154,OUT,1499707075,154,8,163,238,a359007c6d000b42,eee1a82820b8a316
155,OUT,-2077877125,155,12,188,241,bccd007c6d007ab56a039956,f175a82820b8d2e127bb3102
156,OUT,-1658411855,156,8,189,240,bd72007c6e007421,f0caa82823b8dc75
157,OUT,1080233481,157,12,190,243,be65007c6e007296b8f366a9,f3dda82823b8dac2f54bcefd
158,OUT,574719792,158,8,191,242,bfca007c6f007504,f272a82822b8dd50
159,OUT,-16503416,159,8,184,245,b8d9007c6f007577,f561a82822b8dd23
160,OUT,771838738,160,8,185,244,b90d007c6f0036eb,f4b5a82822b89ebf
161,OUT,-213583446,161,8,186,247,ba37007c70006960,f78fa8283db8c134
162,OUT,-1855557485,162,8,187,246,bb4f007c700014d6,f6f7a8283db8bc82
163,OUT,1277418027,163,8,180,249,b45d007c71002f4d,f9e5a8283cb88719
164,OUT,1428382433,164,8,181,248,b52a007c71002fc5,f892a8283cb88791
165,OUT,-2006529959,165,8,182,251,b6b8007c7200103e,fb00a8283fb8b86a
166,OUT,-364625568,166,8,183,250,b72e007c720017b8,fa96a8283fb8bfec
167,OUT,922872792,167,8,176,253,b0c9007c73002f33,fd71a8283eb88767
168,OUT,-666554124,168,8,177,252,b140007c730025af,fcf8a8283eb88dfb
169,OUT,83925580,169,8,178,255,b210007c7400222c,ffa8a82839b88a78
170,OUT,1730286453,170,89,179,254,b3bf007c74002afb474699564447985745469b574546995645469956454699564546995645469956454699564546995645469956454699564546995645469956,fe07a82839b882af0afe310209ff300308fe330308fe310208fe310208fe310208fe310208fe310208fe310208fe310208fe310208fe310208fe310208fe3102
171,OUT,-1167607347,171,8,76,1,4c34007d75001329,018ca82938b8bb7d
172,OUT,-1553530617,172,8,77,0,4d73007d750022a9,00cba82938b88afd
173,OUT,2116201407,173,8,78,3,4e0a007d7600382a,03b2a8293bb8907e
174,OUT,469770886,174,12,79,2,4f12007d760061a83f589956,02aaa8293bb8c9fc72e03102
