idx,dir,f12,seq,plen,b0,d0,enc,dec
36,OUT,-653623475,36,27,234,167,ea69001c57004f83ee65f25524982185579447a2ef65f25590578e,a7d1a8481ab8e7d7a3dd5a01692089d11a2ceff6a2dd5a01ddef26
37,OUT,72340981,37,12,235,166,eb0c001c570040b60f6af255,a6b4a8481ab8e8e242d25a01
38,OUT,1718443212,38,27,232,165,e82c001c57004fc6316ef255fb932185889f47a23092eb558122fe,a594a8481ab8e7927cd65a01b62b89d1c527eff67d2a4301cc9a56
39,OUT,-1154943372,39,8,233,164,e980001c570040f9,a438a8481ab8e8ad
40,OUT,1416375640,40,8,22,91,16f7001c58004f1e,5b4fa84815b8e74a
41,OUT,-1993766944,41,12,23,90,1785001c58004f40997af255,5a3da84815b8e714d4c25a01
42,OUT,963965039,42,8,0,77,000000000a000000,4db8a85447b8a854
43,OUT,-466527529,43,8,0,77,000000000c000000,4db8a85441b8a854
44,OUT,-47062499,44,270,207,130,cf95005c5400567800b8ee576d80d7663289d65700b8ee5700b8ee5700b8ee5700b8ee5700b8ee5700b8ee5700b8ee5700b8ee5700b8ee5700b8ee5700b8ee57,822da80819b8fe2c4d00460320387f327f317e034d0046034d0046034d0046034d0046034d0046034d0046034d0046034d0046034d0046034d0046034d004603
45,OUT,544491685,45,8,206,131,ceac005c5500377f,8314a80818b89f2b
46,OUT,1112981916,46,8,201,132,c972005c55000f81,84caa80818b8a7d5
47,OUT,-1626117340,47,8,200,133,c830005c55003184,8588a80818b899d0
48,OUT,-1724710603,48,8,203,134,cb8e005c55000988,8636a80818b8a1dc
49,OUT,1148627853,49,16,202,135,ca32005c55004e8505ccee5704ccee57,878aa80818b8e6d14874460349744603
50,OUT,643048116,50,16,197,136,c52c005c55004e9b08d0ee5709d0ee57,8894a80818b8e6cf4568460344684603
51,OUT,-82737140,51,16,196,137,c425005c55004e920cd4ee570ed4ee57,899da80818b8e6c6416c4603436c4603
52,OUT,-502189882,52,8,199,138,c7ef005c55004da2,8a57a80818b8e5f6
53,OUT,1062509182,53,8,198,139,c6b0005c550033ab,8b08a80818b89bff
54,OUT,1568019271,54,8,193,140,c1f1005c550037b5,8c49a80818b89fe1
55,OUT,-2144093697,55,12,192,141,c073005c550042c42de4ee57,8dcba80818b8ea90605c4603
56,OUT,1870095059,56,12,195,142,c37f005c550042c836e8ee57,8ec7a80818b8ea9c7b504603
57,OUT,-1305294741,57,12,194,143,c2a5005c550042dd41ecee57,8f1da80818b8ea890c544603
58,OUT,-804241070,58,8,189,240,bdb4005c55004fe7,f00ca80818b8e7b3
59,OUT,223734762,59,12,188,241,bc01005c550049f2a50b11a8,f1b9a80818b8e1a6e8b3b9fc
60,OUT,341136160,60,8,191,242,bfc8005c56004c06,f270a8081bb8e452
61,OUT,-921634408,61,8,190,243,beb9005c56004c17,f301a8081bb8e443
62,OUT,-1422757727,62,8,185,244,b9cf005c56000f29,f477a8081bb8a77d
63,OUT,1987566105,63,8,184,245,b86b005c56004f3c,f5d3a8081bb8e768
64,OUT,215284580,64,8,187,246,bbc9005c56003250,f671a8081bb89a04
65,OUT,-779005476,65,8,186,247,ba75005c56000865,f7cda8081bb8a031
66,OUT,-1280059163,66,8,181,248,b594005c5600087b,f82ca8081bb8a02f
67,OUT,1861644893,67,8,180,249,b414005c56003492,f9aca8081bb89cc6
68,OUT,2012662423,68,8,183,250,b765005c560032aa,fadda8081bb89afe
69,OUT,-1431085009,69,8,182,251,b637005c560033c3,fb8fa8081bb89b97
70,OUT,-929961706,70,8,177,252,b14b005c560033dd,fcf3a8081bb89b89
71,OUT,366232494,71,8,176,253,b002005c56000af8,fdbaa8081bb8a2ac
72,OUT,-91187070,72,8,179,254,b3fb005c57000114,fe43a8081ab8a940
73,OUT,668283450,73,8,178,255,b20b005c57000131,ffb3a8081ab8a965
74,OUT,1173863171,74,8,173,224,ad0c005c5700014f,e0b4a8081ab8a91b
75,OUT,-1733160517,75,89,172,225,ac7b005c5700093fb035ef57b334ee56b235ed56b235ef57b235ef57b235ef57b235ef57b235ef57b235ef57b235ef57b235ef57b235ef57b235ef57b235ef57,e1c3a8081ab8a16bfd8d4703fe8c4602ff8d4502ff8d4703ff8d4703ff8d4703ff8d4703ff8d4703ff8d4703ff8d4703ff8d4703ff8d4703ff8d4703ff8d4703
76,OUT,-2118997647,76,8,175,226,af52005c5700778e,e2eaa8081ab8dfda
77,OUT,1559692233,77,8,174,227,ae73005c570077af,e3cba8081ab8dffb
78,OUT,1054182128,78,8,169,228,a90d005c570077d1,e4b5a8081ab8df85
79,OUT,-477093816,79,8,168,229,a828005c570077f4,e590a8081ab8dfa0
80,OUT,-441431463,80,8,171,230,abc4005c58007818,e67ca80815b8d04c
81,OUT,955637985,81,8,170,231,aae1005c5800783d,e759a80815b8d069
82,OUT,1524066776,82,8,165,232,a5bf005c58007863,e807a80815b8d037
83,OUT,-2020424864,83,8,164,233,a456005c5800788a,e9eea80815b8d0de
84,OUT,-1634567254,84,8,167,234,a76e005c580078b2,ead6a80815b8d0e6
85,OUT,1138217234,85,8,166,235,a607005c580078db,ebbfa80815b8d08f
86,OUT,569727019,86,8,161,236,a1d9005c59007905,ec61a80814b8d151
87,OUT,-55512429,87,8,160,237,a0ec005c59007930,ed54a80814b8d164
88,OUT,334768575,88,8,163,238,a380005c5900795c,ee38a80814b8d108
89,OUT,-827227385,89,8,162,239,a255005c59007989,efeda80814b8d1dd
90,OUT,-1399649730,90,8,157,208,9d6b005c590079b7,d0d3a80814b8d1e3
91,OUT,1909891206,91,8,156,209,9c3a005c590079e6,d182a80814b8d1b2
92,OUT,1758861388,92,8,159,210,9fca005c5a007a16,d272a80817b8d242
93,OUT,-1248611596,93,8,158,211,9e9b005c5a007a47,d323a80817b8d213
94,OUT,-676250675,94,8,153,212,99a5005c5a007a79,d41da80817b8d22d
95,OUT,183800181,95,8,152,213,9870005c5a007aac,d5c8a80817b8d2f8
96,OUT,-604901393,96,8,155,214,9b3c005c5a007ae0,d684a80817b8d2b4
97,OUT,112477527,97,8,154,215,9ac9005c5b007b15,d771a80816b8d341
98,OUT,1687604334,98,8,149,216,9597005c5b007b4b,d82fa80816b8d31f
99,OUT,-1177327914,99,8,148,217,945e005c5b007b82,d9e6a80816b8d3d6
100,OUT,-1596727780,100,8,151,218,9766005c5b007bba,dadea80816b8d3ee
101,OUT,2107012260,101,8,150,219,962f005c5b007bf3,db97a80816b8d3a7
102,OUT,531955101,102,8,145,220,91f1005c5c007c2d,dc49a80811b8d479
103,OUT,-1024370907,103,8,144,221,90b4005c5c007c68,dd0ca80811b8d43c
104,OUT,766872585,104,8,147,222,9378005c5c007ca4,dec0a80811b8d4f0
105,OUT,-252696911,105,8,146,223,923d005c5c007ce1,df85a80811b8d4b5
106,OUT,-1831686264,106,8,141,192,8dc3005c5d007d1f,c07ba80810b8d54b
107,OUT,1335297328,107,8,140,193,8c82005c5d007d5e,c13aa80810b8d50a
108,OUT,1452785146,108,8,143,194,8f42005c5d007d9e,c2faa80810b8d5ca
109,OUT,-1949165758,109,8,142,195,8e03005c5d007ddf,c3bba80810b8d58b
110,OUT,-370106757,110,8,137,196,893c005c5e003821,c484a80813b89075
111,OUT,884290755,111,8,136,197,88be005c5e000964,c506a80813b8a130
112,OUT,848649938,112,8,139,198,8b88005c5e0010a8,c630a80813b8b8fc
113,OUT,-271518614,113,12,138,199,8a53005c5e0049e9e5d4ef57,c7eba80813b8e1bda86c4703
1,IN,0,0,4268,75,0,004b0040004b0040004b0040004b0040004b0040004b0040004b0040ffb4ffbf004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0440004b1c40004b0040004b0040004b0040004b0040004b0040004bc3fdff49ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb40840004b0140004b0040004b0240004bc0dfc2330040004b1b43004bffbfffb40040004b8040004b00401c4b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004bffbfffb40040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040014b0040044b00401c4b0040004b0040004b0040004b0040004b0040004b0040cdf6ff42ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbf084b0040014b0040004b0040024b0040c0d4c238004b00401c480040ffb4ffbf004b0040804b0040004b1c40004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040ffb4ffbf004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0140004b0140004b0040004b0040004b0040004b0040004b0040004b4b99fc49ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0240004bc0dfc2330040004b1943004bffbfffb40040004b8040004b0040024b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004bffbfffb40040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040014b0040014b0040014b0040004b0040004b0040004b0040004b0040004b00405592fc42ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040024b0040c0d4c238004b00401a480040ffb4ffbf004b0040804b0040004b0240004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040ffb4ffbf004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0140004b0140004b0040004b0040004b0040004b0040004b0040004b5f99fc49ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0240004bc0dfc2330040004b1b43004bffbfffb40040004b8040004b0040024b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004bffbfffb40040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040014b0040014b0040014b0040004b0040004b0040004b0040004b0040004b00406992fc42ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040024b0040c0d4c238004b00401c480040ffb4ffbf004b0040804b0040004b0240004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040ffb4ffbf004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0140004b0140004b0040004b0040004b0040004b0040004b0040004b2998fc49ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb4aa58004bffbfffb40040004b0240004b94dec2330040004bffbfffb4ffbfffb40040004b0040004b0040024b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004bffbfffb40040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040014b0040014b0040014b0040004b0040004b0040004b0040004b0040004b00403393fc42ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbf234b0040014b0040004b0040024b004094d5c238004b0040ffb4ffbfffb4ffbf004b0040004b0040004b0240004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040ffb4ffbf004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0140004b0140004b0040004b0040004b0040004b0040004b0040004b3d98fc49ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb42240004b0140004b0040004b0240004b94dec2330040004bffbfffb4ffbfffb40040004b0040004b0040024b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004bffbfffb40040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040024b0040074b004000430040004b0040004b0040004b0040004b0040004b0040672f0a43ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbf1f4b0040014b0040004b0040024b004094d5c238004b0040ffb4ffbfffb4ffbf004b0040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0041ffb4ffbf004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0240004b0740004b0044004b0040004b0040004b0040004b0040004b0040004bbba40848ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb44259004bffbfffb40040004b0240004b94dec2330040004bffbfffb4ffbfffb40040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004bffbfffb40040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040024b0040084b0040005b0040004b0040004b0040004b0040004b0040004b004053a40b43ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbf224b0040014b0040004b0040024b004094d5c238004b0040ffb4ffbfffb4ffbf004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040ffb4ffbf004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0540004b1040004b0040004b0040004b0040004b0040004b0040004bbb300448ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb4ec58004bffbfffb40040004b0240004b94dec2330040004bffbfffb4ffbfffb40040004b0040004b0040104b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b8842004b0040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040014b0040054b0040104b0040004b0040004b0040004b0040004b0040004b0040c53b0443ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbfec530040ffb4ffbf004b0040024b004094d5c238004b0040ffb4ffbfffb4ffbf004b0040004b0040004b1040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b004089490040004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0540004b1040004b0040004b0040004b0040004b0040004b0040004bcf300448ffbfffb4ffbfffb4ffbfffb4ffbfffb40040004b0040004b0040004b0440004b0040004b0140004bffbfffb40240004bffbfffb4ffbfffb4ffbfffb4ec58004bffbfffb40040004b0240004b94dec2330040004bffbfffb4ffbfffb40040004b0040004b0040104b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b8742004b0040004b0040004a0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040014b0040054b0040104b0040004b0040004b0040004b0040004b0040004b0040d93b0443ffb4ffbfffb4ffbfffb4ffbfffb4ffbf004b0040004b0040004b0040044b0040004b0040014b0040ffb4ffbf024b0040ffb4ffbfffb4ffbfffb4ffbfec530040ffb4ffbf004b0040024b004094d5c238004b0040ffb4ffbfffb4ffbf004b0040004b0040004b1040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b00408a490040004b0040004b0041004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0040004b0140004b0240004b0440,?
