idx,dir,f12,seq,plen,b0,d0,enc,dec
37,OUT,72340981,37,27,233,164,e948001c57004fa20e32e255c4cf3185b7c357a20f32e255b157b8,a4f0a8481ab8e7f6438a4a01897799d1fa7bfff6428a4a01fcef10
38,OUT,1718443212,38,27,232,165,e82d001c57004fc73136e255fbcb318588c757a230cafb55c06440,a595a8481ab8e7937c8e4a01b67399d1c57ffff67d7253018ddce8
39,OUT,-1154943372,39,8,231,170,e781001c570040f8,aa39a8481ab8e8ac
40,OUT,1416375640,40,8,230,171,e6f4001c58004f1d,ab4ca84815b8e749
41,OUT,-1993766944,41,12,229,168,e582001c58004f479942e255,a83aa84815b8e713d4fa4a01
42,OUT,49006091,42,8,0,77,000000000a000000,4db8a85447b8a854
43,OUT,-542217037,43,8,0,77,000000000c000000,4db8a85441b8a854
44,OUT,-961620871,44,270,205,128,cdb9000c5400565400202d556d1814643211155500202d5500202d5500202d5500202d5500202d5500202d5500202d5500202d5500202d5500202d5500202d55,8001a85819b8fe004d98850120a0bc307fa9bd014d9885014d9885014d9885014d9885014d9885014d9885014d9885014d9885014d9885014d9885014d988501
45,OUT,468418241,45,12,202,135,caed000c55004257ff232d55,8755a85818b8ea03b29b8501
46,OUT,2043279352,46,8,203,134,cb86000c55003755,863ea85818b89f01
47,OUT,-1534304960,47,8,200,133,c8ab000c55000f58,8513a85818b8a70c
48,OUT,-1565771951,48,8,201,132,c9e8000c5500315c,8450a85818b89908
49,OUT,2146016745,49,8,198,139,c667000c55000961,8bdfa85818b8a135
50,OUT,499848400,50,16,199,138,c7d8000c55004e6f09382d5508382d55,8a60a85818b8e63b4480850145808501
51,OUT,-1064386968,51,16,196,137,c4d1000c55004e660f3c2d550e3c2d55,8969a85818b8e6324284850143848501
52,OUT,-645003614,52,16,197,136,c5c9000c55004e7e16402d5514402d55,8871a85818b8e62a5bf8850159f88501
53,OUT,80456730,53,8,194,143,c232000c55004d7f,8f8aa85818b8e52b
54,OUT,1726555427,54,8,195,142,c392000c55003389,8e2aa85818b89bdd
55,OUT,-1146318949,55,8,192,141,c0d0000c55003794,8d68a85818b89fc0
56,OUT,1424512183,56,12,193,140,c113000c550042a437502d55,8caba85818b8eaf07ae88501
57,OUT,-1985085937,57,12,222,147,de1e000c550042a941542d55,93a6a85818b8eafd0cec8501
58,OUT,-342919370,58,12,223,146,dfc7000c550042bf4d582d55,927fa85818b8eaeb00e08501
59,OUT,919264654,59,8,220,145,dc99000c55004fca,9121a85818b8e79e
60,OUT,801793348,60,12,221,144,dd2d000c550049de979fd2aa,9095a85818b8e18ada277afe
61,OUT,-225456132,61,8,218,151,da25000c55004feb,979da85818b8e7bf
62,OUT,-1867692347,62,8,219,150,db53000c55004ffd,96eba85818b8e7a9
63,OUT,1307110525,63,8,216,149,d8f6000c56000f10,954ea8581bb8a744
64,OUT,927714560,64,8,217,148,d973000c56004f24,94cba8581bb8e770
65,OUT,-368154696,65,8,214,155,d6a0000c56003239,9b18a8581bb89a6d
66,OUT,-2010321279,66,8,215,154,d75f000c5600084f,9ae7a8581bb8a01b
67,OUT,1432962105,67,8,212,153,d489000c56000866,9931a8581bb8a032
68,OUT,1282014451,68,8,213,152,d5f8000c5600347e,9840a8581bb89c2a
69,OUT,-1859365301,69,8,210,159,d258000c56003297,9fe0a8581bb89ac3
70,OUT,-217129102,70,8,211,158,d345000c560033b1,9efda8581bb89be5
71,OUT,776697290,71,8,208,157,d05a000c560033cc,9de2a8581bb89b98
72,OUT,-1055936794,72,8,209,156,d112000c56000ae8,9caaa8581bb8a2bc
73,OUT,474612830,73,8,238,163,eeea000c57000105,a352a8581ab8a951
74,OUT,2120781159,74,8,239,162,ef19000c57000123,a2a1a8581ab8a977
75,OUT,-1557321761,75,8,236,161,ec01000c57000142,a1b9a8581ab8a916
76,OUT,-1171415275,76,89,237,160,ed77000c57000933d2a12d55d1a02c54d0a12f54d0992d55d0a12d55d0a12d55d0a12d55d0a12d55d0a12d55d0a12d55d0a12d55d0a12d55d0a12d55d0a12d55,a0cfa8581ab8a1679f1985019c1884009d1987009d2185019d1985019d1985019d1985019d1985019d1985019d1985019d1985019d1985019d1985019d198501
77,OUT,1734882733,77,8,234,167,ea5f000c57007783,a7e7a8581ab8dfd7
78,OUT,88784020,78,8,235,166,eb79000c570077a5,a6c1a8581ab8dff1
79,OUT,-670099924,79,8,232,165,e814000c570077c8,a5aca8581ab8df9c
80,OUT,-567313347,80,8,233,164,e930000c570077ec,a488a8581ab8dfb8
81,OUT,57333381,81,8,230,171,e6cd000c58007811,ab75a85815b8d045
82,OUT,1632133052,82,8,231,170,e7eb000c58007837,aa53a85815b8d063
83,OUT,-1139935996,83,8,228,169,e482000c5800785e,a93aa85815b8d00a
84,OUT,-1525854770,84,8,229,168,e55a000c58007886,a8e2a85815b8d0d2
85,OUT,2018043766,85,8,226,175,e273000c580078af,afcba85815b8d0fb
86,OUT,443182671,86,8,227,174,e305000c580078d9,aebda85815b8d08d
87,OUT,-953170697,87,8,224,173,e0d8000c59007904,ad60a85814b8d150
88,OUT,678109147,88,8,225,172,e1ec000c59007930,ac54a85814b8d164
89,OUT,-181488285,89,8,254,179,fe81000c5900795d,b339a85814b8d109
90,OUT,-1760805798,90,8,255,178,ff57000c5900798b,b2efa85814b8d1df
91,OUT,1246336738,91,8,252,177,fc66000c590079ba,b1dea85814b8d1ee
92,OUT,1397304872,92,8,253,176,fd36000c590079ea,b08ea85814b8d1be
93,OUT,-1911782256,93,8,250,183,fac7000c5a007a1b,b77fa85817b8d24f
94,OUT,-332526167,94,8,251,182,fb91000c5a007a4d,b629a85817b8d219
95,OUT,829138705,95,8,248,181,f85c000c5a007a80,b5e4a85817b8d2d4
96,OUT,-529606261,96,8,249,180,f968000c5a007ab4,b4d0a85817b8d2e0
97,OUT,1026257715,97,8,246,187,f635000c5a007ae9,bb8da85817b8d2bd
98,OUT,1594489354,98,8,247,186,f7c3000c5b007b1f,ba7ba85816b8d34b
99,OUT,-2108927822,99,8,244,185,f48a000c5b007b56,b932a85816b8d302
100,OUT,-1689458568,100,8,245,184,f552000c5b007b8e,b8eaa85816b8d3da
101,OUT,1175012032,101,8,242,191,f21b000c5b007bc7,bfa3a85816b8d393
102,OUT,606850041,102,8,243,190,f3dd000c5c007c01,be65a85811b8d455
103,OUT,-110206655,103,8,240,189,f0e0000c5c007c3c,bd58a85811b8d468
104,OUT,371898989,104,8,241,188,f1a4000c5c007c78,bc1ca85811b8d42c
105,OUT,-881913643,105,8,14,67,0e69000b5c007cb5,43d1a85f11b8d4e1
106,OUT,-1454532116,106,8,15,66,0f2f000b5c007cf3,4297a85f11b8d4a7
107,OUT,1946694484,107,8,12,65,0cee000b5d007d32,4156a85f10b8d566
108,OUT,1829276574,108,8,13,64,0dae000b5d007d72,4016a85f10b8d526
109,OUT,-1337122522,109,8,10,71,0a6f000b5d007db3,47d7a85f10b8d5e7
110,OUT,-764434401,110,8,11,70,0b29000b5d007df5,4691a85f10b8d5a1
111,OUT,254411431,111,8,8,69,0825000b5e003838,459da85f13b8906c
112,OUT,151677110,112,8,9,68,09a6000b5e00097c,441ea85f13b8a128
113,OUT,-732970482,113,8,6,75,06e1000b5e0010c1,4b59a85f13b8b895
114,OUT,-1234351305,114,8,7,74,07ac000b5f000707,4a14a85f12b8af53
115,OUT,1797841295,115,8,4,73,04e5000b5f00074e,495da85f12b8af1a
116,OUT,1915246917,116,8,5,72,053d000b5f000796,4885a85f12b8afc2
117,OUT,-1351748611,117,183,2,79,0243000b5f003d70eb472e55fb4c3f55fb4d2d55fb4d2e55fb4d7654fb4d2c0bfb4d2e56fb4d2e55fb4d2e22fa4d2e56a54d2e55f84d2e55fb4d2e558c4c2e55,4ffba85f12b89524a6ff8601b6f49701b6f58501b6f58601b6f5de00b6f5845fb6f58602b6f58601b6f58676b7f58602e8f58601b5f58601b6f58601c1f48601
118,OUT,-850429244,118,115,3,78,03b5000b6000024241542e5543523f5543522d5543522e554352765443522f7a43522e5643522e5543522e3242522e571d522e5540522e5543522e5534532e55,4e0da85f2db8aa160cec86010eea97010eea85010eea86010eeade000eea872e0eea86020eea86010eea86660fea860350ea86010dea86010eea860179eb8601
119,OUT,269144188,119,115,0,77,00e8000b6000021f8d502e558c563f558c562d558c562e558c5676548c562f7a8c562e568c562e558c562e328d562e57d2562e558f562e558c562e55fb572e55,4d50a85f2db8aa4bc0e88601c1ee9701c1ee8501c1ee8601c1eede00c1ee872ec1ee8602c1ee8601c1ee8666c0ee86039fee8601c2ee8601c1ee8601b6ef8601
120,OUT,-11662512,120,115,1,76,015c000b600002abd55c2e55d65a3f55d65a2d55d65a2e55d65a7654d65a2f7ad65a2e56d65a2e55d65a2e32d75a2e57885a2e55d55a2e55d65a2e55a15b2e55,4ce4a85f2db8aaff98e486019be297019be285019be286019be2de009be2872e9be286029be286019be286669ae28603c5e2860198e286019be28601ece38601
121,OUT,571187688,121,12,30,83,1ea0000b61007609215f2e55,5318a85f2cb8de5d6ce78601
122,OUT,1076439249,122,168,31,82,1fa7000b610079fbf1632e5515632e556d632e556c632e556d632e55ba612e556d632e5569632e5515632e5538bafda5797c224c78db1aba9e9bc5ab14b776d6,521fa85f2cb8d1afbcdb860158db860120db860121db860120db8601f7d9860120db860124db860158db8601750255f134c48a183563b2eed3236dff590fde82
123,OUT,-1653833111,123,12,28,81,1c9d000b610079aebb672e55,5125a85f2cb8d1faf6df8601
124,OUT,-2073281885,124,8,29,80,1d35000b61003ffa,508da85f2cb897ae
125,OUT,1495896091,125,8,26,87,1a2d000b6200004b,5795a85f2fb8a81f
126,OUT,990583074,126,12,27,86,1b6b000b62003d99a1742e55,56d3a85f2fb895cdeccc8601
127,OUT,-431049830,127,12,24,85,1809000b62003cf4f8782e55,55b1a85f2fb894a0b5c08601
128,OUT,-833791016,128,9,25,84,1942000b63003d4569,54faa85f2eb8951124
129,OUT,319353184,129,8,22,91,1689000b63003d99,5b31a85f2eb895cd
130,OUT,1898608729,130,12,23,90,1719000b63003cebf7852e55,5aa1a85f2eb894bfba3d8601
131,OUT,-1401957663,131,8,20,89,14a9000b64003246,5911a85f29b89a12
132,OUT,-1250989525,132,8,21,88,15a2000b6400329e,581aa85f29b89aca
133,OUT,1747632275,133,89,18,95,12e2000b64003aa6f1922e55f2932f54f3922c54f3922e55f3922e55f3922e55f3922e55f3922e55f3922e55f3922e55f3922e55f3922e55f3922e55f3922e55,5f5aa85f29b892f2bc2a8601bf2b8700be2a8400be2a8601be2a8601be2a8601be2a8601be2a8601be2a8601be2a8601be2a8601be2a8601be2a8601be2a8601
134,OUT,168315306,134,8,19,94,1371000b65002b51,5ec9a85f28b88305
135,OUT,-682761454,135,12,16,93,1012000b650072a8a49b2e55,5daaa85f28b8dafce9238601
136,OUT,940128318,136,12,17,92,11b6000b6600710cfe9f2e55,5c0ea85f2bb8d958b3278601
137,OUT,-447966586,137,8,46,99,2e64000b66007d65,63dca85f2bb8d531
138,OUT,-2022827073,138,8,47,98,2f0c000b660071c3,62b4a85f2bb8d997
139,OUT,1512812807,139,8,44,97,2ce3000b67004322,615ba85f2ab8eb76
140,OUT,1126894029,140,12,45,96,2d3b000b6700708670b12e55,6083a85f2ab8d8d23d098601
141,OUT,-1636916363,141,12,42,103,2a15000b670038e7c9b52e55,67ada85f2ab890b3840d8601
142,OUT,-62117300,142,16,43,102,2bf0000b68007f4d28ba2e55a061d257,6648a85f25b8d71965028601edd97a03
143,OUT,554270964,143,16,40,101,281d000b68007fa097be2e550965d257,65a5a85f25b8d7f4da06860144dd7a03
