idx,dir,f12,seq,plen,b0,d0,enc,dec
37,OUT,72340981,37,29,235,166,eb71003c570040b7f09501ab0f62fe540f9401abf06afe540f6bfe54d8,a6c9a8681ab8e8e3bd2da9ff42da5600422ca9ffbdd2560042d3560095
38,OUT,1718443212,38,8,232,165,e8e5003c570019c5,a55da8681ab8b191
39,OUT,-1154943372,39,27,233,164,e910003c57004ffa5372fe54998f2d84ea834ba35272fe54e9570f,a4a8a8681ab8e7ae1eca5600d43785d0a73be3f71fca5600a4efa7
40,OUT,1416375640,40,12,22,91,16b0003f58004f0a7576fe54,5b08a86b15b8e75e38ce5600
41,OUT,-1993766944,41,12,23,90,178a003f58004f30997afe54,5a32a86b15b8e764d4c25600
42,OUT,-351596839,42,27,20,89,14a2003f58004048bf7efe5475832d84068f4ba3be82e7545fddb0,591aa86b15b8e81cf2c65600383b85d04b37e3f7f33a4f00126518
43,OUT,911123553,43,8,21,88,15fa003f58004f83,5842a86b15b8e7d7
44,OUT,793648299,44,8,18,95,1245003f58004fac,5ffda86b15b8e7f8
45,OUT,-234113517,45,12,19,94,1317003f58004fd2338bfe54,5eafa86b15b8e7867e335600
46,OUT,2043279352,46,8,0,77,000000000a000000,4db8a85447b8a854
47,OUT,-1534304960,47,8,0,77,000000000c000000,4db8a85441b8a854
48,OUT,-1565771951,48,270,207,130,cf8c006c54005661001878566d204167322940560018785600187856001878560018785600187856001878560018785600187856001878560018785600187856,8234a83819b8fe354da0d0022098e9337f91e8024da0d0024da0d0024da0d0024da0d0024da0d0024da0d0024da0d0024da0d0024da0d0024da0d0024da0d002
49,OUT,2146016745,49,8,206,131,cebb006c55003768,8303a83818b89f3c
50,OUT,499848400,50,8,193,140,c199006c55000f6a,8c21a83818b8a73e
51,OUT,-1064386968,51,8,192,141,c0d9006c5500316d,8d61a83818b89939
52,OUT,-645003614,52,8,195,142,c377006c55000971,8ecfa83818b8a125
53,OUT,80456730,53,16,194,143,c2c9006c55004e7e052c7856042c7856,8f71a83818b8e62a4894d0024994d002
54,OUT,1726555427,54,16,197,136,c5c3006c55004e740830785609307856,887ba83818b8e6204588d0024488d002
55,OUT,-1146318949,55,16,196,137,c43c006c55004e8b0c3478560e347856,8984a83818b8e6df418cd002438cd002
56,OUT,1424512183,56,8,199,138,c7c6006c55004d8b,8a7ea83818b8e5df
57,OUT,-1985085937,57,8,198,139,c68f006c55003394,8b37a83818b89bc0
58,OUT,-342919370,58,8,217,148,d9da006c5500379e,9462a83818b89fca
59,OUT,919264654,59,12,216,149,d81a006c550042ad2d447856,95a2a83818b8eaf960fcd002
60,OUT,801793348,60,12,219,150,db06006c550042b136487856,96bea83818b8eae57bf0d002
61,OUT,-225456132,61,12,218,151,dabe006c550042c6414c7856,9706a83818b8ea920cf4d002
62,OUT,-1867692347,62,8,221,144,dd83006c55004fd0,903ba83818b8e784
63,OUT,1307110525,63,12,220,145,dc28006c550049dba5ab87a9,9190a83818b8e18fe8132ffd
64,OUT,927714560,64,8,223,146,df21006c55004fef,9299a83818b8e7bb
65,OUT,-368154696,65,8,222,147,deae006c56004c00,9316a8381bb8e454
66,OUT,-2010321279,66,8,209,156,d1f4006c56000f12,9c4ca8381bb8a746
67,OUT,1432962105,67,8,208,157,d072006c56004f25,9dcaa8381bb8e771
68,OUT,1282014451,68,8,211,158,d3a0006c56003239,9e18a8381bb89a6d
69,OUT,-1859365301,69,8,210,159,d25e006c5600084e,9fe6a8381bb8a01a
70,OUT,-217129102,70,8,213,152,d58b006c56000864,9833a8381bb8a030
71,OUT,776697290,71,8,212,153,d4fd006c5600347b,9945a8381bb89c2f
72,OUT,-1055936794,72,8,215,154,d75c006c56003293,9ae4a8381bb89ac7
73,OUT,474612830,73,8,214,155,d658006c560033ac,9be0a8381bb89bf8
74,OUT,2120781159,74,8,41,100,2950006c560033c6,64e8a8381bb89b92
75,OUT,-1557321761,75,8,40,101,281b006c56000ae1,65a3a8381bb8a2b5
76,OUT,-1171415275,76,8,43,102,2b12006c560000fd,66aaa8381bb8a8a9
77,OUT,1734882733,77,8,42,103,2a20006c5700011a,6798a8381ab8a94e
78,OUT,88784020,78,8,45,96,2d7b006c57000138,60c3a8381ab8a96c
79,OUT,-670099924,79,89,44,97,2c42006c57000906b0957856b3947957b2957a57b2957856b2957856b2957856b2957856b2957856b2957856b2957856b2957856b2957856b2957856b2957856,61faa8381ab8a152fd2dd002fe2cd103ff2dd203ff2dd002ff2dd002ff2dd002ff2dd002ff2dd002ff2dd002ff2dd002ff2dd002ff2dd002ff2dd002ff2dd002
80,OUT,-567313347,80,8,47,98,2fab006c57007777,6213a8381ab8df23
81,OUT,57333381,81,8,46,99,2e44006c57007798,63fca8381ab8dfcc
82,OUT,1632133052,82,8,33,108,2166006c570077ba,6cdea8381ab8dfee
83,OUT,-1139935996,83,8,32,109,2001006c570077dd,6db9a8381ab8df89
84,OUT,-1525854770,84,8,35,110,23dd006c58007801,6e65a83815b8d055
85,OUT,2018043766,85,8,34,111,22fa006c58007826,6f42a83815b8d072
86,OUT,443182671,86,8,37,104,2590006c5800784c,6828a83815b8d018
87,OUT,-953170697,87,8,36,105,24af006c58007873,6917a83815b8d027
88,OUT,678109147,88,8,39,106,2747006c5800789b,6affa83815b8d0cf
89,OUT,-181488285,89,8,38,107,2618006c580078c4,6ba0a83815b8d090
90,OUT,-1760805798,90,8,57,116,3932006c580078ee,748aa83815b8d0ba
91,OUT,1246336738,91,8,56,117,38c5006c59007919,757da83814b8d14d
92,OUT,1397304872,92,8,59,118,3b99006c59007945,7621a83814b8d111
93,OUT,-1911782256,93,8,58,119,3aae006c59007972,7716a83814b8d126
94,OUT,-332526167,94,8,61,112,3d7c006c590079a0,70c4a83814b8d1f4
95,OUT,829138705,95,8,60,113,3c13006c590079cf,71aba83814b8d19b
96,OUT,-529606261,96,8,63,114,3f23006c590079ff,729ba83814b8d1ab
97,OUT,1026257715,97,8,62,115,3eec006c5a007a30,7354a83817b8d264
98,OUT,1594489354,98,8,49,124,31be006c5a007a62,7c06a83817b8d236
99,OUT,-2108927822,99,8,48,125,3049006c5a007a95,7df1a83817b8d2c1
100,OUT,-1689458568,100,8,51,126,3315006c5a007ac9,7eada83817b8d29d
101,OUT,1175012032,101,8,50,127,3222006c5a007afe,7f9aa83817b8d2aa
102,OUT,606850041,102,8,53,120,35e8006c5b007b34,7850a83816b8d360
103,OUT,-110206655,103,8,52,121,34b7006c5b007b6b,790fa83816b8d33f
104,OUT,371898989,104,8,55,122,377f006c5b007ba3,7ac7a83816b8d3f7
105,OUT,-881913643,105,8,54,123,3600006c5b007bdc,7bb8a83816b8d388
106,OUT,-1454532116,106,8,9,68,09ca006c5c007c16,4472a83811b8d442
107,OUT,1946694484,107,8,8,69,088d006c5c007c51,4535a83811b8d405
108,OUT,1829276574,108,8,11,70,0b51006c5c007c8d,46e9a83811b8d4d9
109,OUT,-1337122522,109,8,10,71,0a16006c5c007cca,47aea83811b8d49e
110,OUT,-764434401,110,8,13,64,0dd4006c5d007d08,406ca83810b8d55c
111,OUT,254411431,111,8,12,65,0c9b006c5d007d47,4123a83810b8d513
112,OUT,151677110,112,8,15,66,0f5b006c5d007d87,42e3a83810b8d5d3
113,OUT,-732970482,113,8,14,67,0e14006c5d007dc8,43aca83810b8d59c
114,OUT,-1234351305,114,8,1,76,0117006c5e00380a,4cafa83813b8905e
115,OUT,1797841295,115,8,0,77,0097006c5e00094d,4d2fa83813b8a119
116,OUT,1915246917,116,8,3,78,03b1006c5e001091,4e09a83813b8b8c5
117,OUT,-1351748611,117,12,2,79,0268006c5e0049d2e5347956,4fd0a83813b8e186a88cd102
118,OUT,-850429244,118,8,5,72,05b7006c5f00071c,480fa83812b8af48
119,OUT,269144188,119,8,4,73,04c8006c5f000763,4970a83812b8af37
120,OUT,-11662512,120,115,7,74,0737006c5f003dc0b7477956b4416b56b4417a56b4417956b4412157b4417879b4417955b4417956b441793eb5417954ea417956b7417956b4417956c3407956,4a8fa83812b89594faffd102f9f9c302f9f9d202f9f9d102f9f98903f9f9d02df9f9d101f9f9d102f9f9d16af8f9d100a7f9d102faf9d102f9f9d1028ef8d102
121,OUT,571187688,121,8,6,75,065f006c5f0007f4,4be7a83812b8afa0
122,OUT,1076439249,122,12,25,84,1980006c6000773a434a7956,5438a8382db8df6e0ef2d102
123,OUT,-1653833111,123,183,24,85,1815006c600002269c4479568c4f6b568c4e7a568c4e79568c4e21578c4e7b088c4e79558c4e79568c4e79218d4e7955d24e79568f4e79568c4e7956fb4f7956,55ada8382db8aa72d1fcd102c1f7c302c1f6d202c1f6d102c1f68903c1f6d35cc1f6d101c1f6d102c1f6d175c0f6d1019ff6d102c2f6d102c1f6d102b6f7d102
124,OUT,-2073281885,124,115,27,86,1b49006c600002bed4547956d6526b56d6527a56d6527956d6522157d6527879d6527955d6527956d652793ed752795488527956d5527956d6527956a1537956,56f1a8382db8aaea99ecd1029beac3029bead2029bead1029bea89039bead02d9bead1019bead1029bead16a9aead100c5ead10298ead1029bead102ecebd102
125,OUT,1495896091,125,115,26,87,1abe006c610003492051795621576b5621577a5621577956215721572157787921577955215779562157793e205779547f577956225779562157795656567956,5706a8382cb8ab1d6de9d1026cefc3026cefd2026cefd1026cef89036cefd02d6cefd1016cefd1026cefd16a6defd10032efd1026fefd1026cefd1021beed102
126,OUT,990583074,126,12,29,80,1dce006c610076746d5b7956,5076a8382cb8de2020e3d102
127,OUT,-431049830,127,12,28,81,1c12006c610076bbbb5f7956,51aaa8382cb8deeff6e7d102
128,OUT,-833791016,128,8,31,82,1f0e006c6200790f,52b6a8382fb8d15b
129,OUT,319353184,129,24,30,83,1ed1006c6200757056687956576879565768795657687956,5369a8382fb8dd241bd0d1021ad0d1021ad0d1021ad0d102
130,OUT,1898608729,130,8,17,92,115a006c620035b2,5ce2a8382fb89de6
131,OUT,-1401957663,131,24,16,93,10b4006c63007415f9707956f8707956f8707956f8707956,5d0ca8382eb8dc41b4c8d102b5c8d102b5c8d102b5c8d102
132,OUT,-1250989525,132,8,19,94,13b1006c63003459,5e09a8382eb89c0d
133,OUT,1747632275,133,8,18,95,1254006c63003fae,5feca8382eb897fa
134,OUT,168315306,134,9,21,88,1502006c64003a056a,58baa83829b8925127
135,OUT,-682761454,135,8,20,89,144b006c64003a5b,59f3a83829b8920f
136,OUT,940128318,136,8,23,90,175c006c640032b3,5ae4a83829b89ae7
137,OUT,-447966586,137,8,22,91,1630006c6500330c,5b88a83828b89b58
138,OUT,-2022827073,138,89,105,36,6973006c65003b37498f79564a8e78574b8f7b574b8f79564b8f79564b8f79564b8f79564b8f79564b8f79564b8f79564b8f79564b8f79564b8f79564b8f7956,24cba83828b893630437d1020736d0030637d3030637d1020637d1020637d1020637d1020637d1020637d1020637d1020637d1020637d1020637d1020637d102
139,OUT,1512812807,139,8,104,37,68e1006c65002bc1,2559a83828b88395
140,OUT,1126894029,140,16,107,38,6ba8006c66007115ff977956c7977956,2610a8382bb8d941b22fd1028a2fd102
141,OUT,-1636916363,141,8,106,39,6a92006c6600317a,272aa8382bb8992e
142,OUT,-62117300,142,168,109,32,6d24006c66007e7829a07956cda07956b5a07956b4a07956b5a07956cfa37956b5a07956b1a07956cda0795616e6e53aa11740e1192762b44bfdaa0b744a0fd9,209ca8382bb8d62c6418d1028018d102f818d102f918d102f818d102821bd102f818d102fc18d1028018d1025b5e4d6eecafe8b5549fcae00645025f39f2a78d
143,OUT,554270964,143,16,108,33,6c82006c6700703f13a5795620a57956,213aa8382ab8d86b5e1dd1026d1dd102
144,OUT,657058533,144,8,111,34,6f7f006c67003097,22c7a8382ab898c3
145,OUT,-93568931,145,24,110,35,6e49006c670070e8cead7956cead7956cfad7956cfad7956,23f1a8382ab8d8bc8315d1028315d1028215d1028215d102
146,OUT,-1739667100,146,8,97,44,61b2006c68003f5a,2c0aa83825b8970e
147,OUT,1158374364,147,12,96,45,6003006c68007fb990b67956,2dbba83825b8d7eddd0ed102
