MotionIndex	FaceID1	EffectSkin1	Actor1	FaceID2	EffectSkin2	Actor2	FaceID3	EffectSkin3	Actor3	FaceID4	EffectSkin4	Actor4
1060	506	40008	2	506	0	0	506	0	0	506	0	0
1061	506	40009	1	506	0	0	506	0	0	506	0	0
1062	506	40010	1	506	0	0	506	0	0	506	0	0
1063	506	40011	1	506	0	0	506	0	0	506	0	0
1064	506	40012	1	506	0	0	506	0	0	506	0	0
1065	506	40013	2	506	0	0	506	0	0	506	0	0
1066	506	40013	2	506	0	0	506	0	0	506	0	0
1067	508	40015	2	508	0	0	508	0	0	508	0	0
1068	508	40016	1	508	0	0	508	0	0	508	0	0
1069	508	40017	2	508	0	0	508	0	0	508	0	0
1070	508	40018	1	508	0	0	508	0	0	508	0	0
1071	508	40019	1	508	0	0	508	0	0	508	0	0
1072	508	40020	2	508	0	0	508	0	0	508	0	0
1073	508	40020	2	508	0	0	508	0	0	508	0	0
1074	510	40022	1	510	0	0	510	0	0	510	0	0
1075	510	40023	2	510	0	0	510	0	0	510	0	0
1076	510	40024	2	510	0	0	510	0	0	510	0	0
1077	510	40025	2	510	0	0	510	0	0	510	0	0
1078	510	40026	1	510	0	0	510	0	0	510	0	0
1079	510	40027	2	510	0	0	510	0	0	510	0	0
1080	510	40027	2	510	0	0	510	0	0	510	0	0
1081	511	40031	2	511	0	0	511	0	0	511	0	0
1082	511	40031	2	511	0	0	511	0	0	511	0	0
1083	511	40032	2	511	0	0	511	0	0	511	0	0
1084	511	40033	2	511	0	0	511	0	0	511	0	0
1085	511	40034	2	511	0	0	511	0	0	511	0	0
1086	512	40035	2	512	0	0	512	0	0	512	0	0
1087	512	40035	2	512	0	0	512	0	0	512	0	0
1088	512	40036	2	512	0	0	512	0	0	512	0	0
1089	512	40037	2	512	0	0	512	0	0	512	0	0
1090	512	40038	1	512	0	0	512	0	0	512	0	0
1091	513	40045	2	513	0	0	513	0	0	513	0	0
1092	513	40045	2	513	0	0	513	0	0	513	0	0
1093	513	40046	1	513	0	0	513	0	0	513	0	0
1094	513	40047	2	513	0	0	513	0	0	513	0	0
1095	513	40048	1	513	0	0	513	0	0	513	0	0
1096	514	40049	2	514	0	0	514	0	0	514	0	0
1097	514	40049	2	514	0	0	514	0	0	514	0	0
1098	514	40050	1	514	0	0	514	0	0	514	0	0
1099	514	40051	2	514	0	0	514	0	0	514	0	0
1100	514	40052	1	514	0	0	514	0	0	514	0	0
1101	515	40061	2	515	0	0	515	0	0	515	0	0
1102	515	40061	2	515	0	0	515	0	0	515	0	0
1103	515	40063	1	515	0	0	515	0	0	515	0	0
1104	515	40063	1	515	0	0	515	0	0	515	0	0
1105	515	40065	2	515	0	0	515	0	0	515	0	0
1106	516	40062	2	516	0	0	516	0	0	516	0	0
1107	516	40062	2	516	0	0	516	0	0	516	0	0
1108	516	40064	1	516	0	0	516	0	0	516	0	0
1109	516	40064	1	516	0	0	516	0	0	516	0	0
1110	516	40066	2	516	0	0	516	0	0	516	0	0
1111	517	40079	2	517	0	0	517	0	0	517	0	0
1112	517	40079	2	517	0	0	517	0	0	517	0	0
1113	517	40080	2	517	0	0	517	0	0	517	0	0
1114	517	40081	2	517	0	0	517	0	0	517	0	0
1115	517	40082	2	517	0	0	517	0	0	517	0	0
1116	518	40083	2	518	0	0	518	0	0	518	0	0
1117	518	40083	2	518	0	0	518	0	0	518	0	0
1118	518	40084	2	518	0	0	518	0	0	518	0	0
1119	518	40085	2	518	0	0	518	0	0	518	0	0
1120	518	40086	1	518	0	0	518	0	0	518	0	0
1121	520	40103	2	520	0	0	520	0	0	520	0	0
1122	520	40103	2	520	0	0	520	0	0	520	0	0
1123	520	40104	2	520	0	0	520	0	0	520	0	0
1124	520	40105	2	520	0	0	520	0	0	520	0	0
1125	520	40106	1	520	40107	2	520	0	0	520	0	0
1126	520	40108	2	520	0	0	520	0	0	520	0	0
1127	520	40109	2	520	0	0	520	0	0	520	0	0
1128	520	40110	2	520	0	0	520	0	0	520	0	0
1129	520	40111	1	520	0	0	520	0	0	520	0	0
1130	520	40112	2	520	0	0	520	0	0	520	0	0
1131	520	40113	1	520	0	0	520	0	0	520	0	0
1132	522	40103	2	522	0	0	522	0	0	522	0	0
1133	522	40103	2	522	0	0	522	0	0	522	0	0
1134	522	40104	2	522	0	0	522	0	0	522	0	0
1135	522	40105	2	522	0	0	522	0	0	522	0	0
1136	522	40106	1	522	40107	2	522	0	0	522	0	0
1137	522	40108	2	522	0	0	522	0	0	522	0	0
1138	522	40109	2	522	0	0	522	0	0	522	0	0
1139	522	40110	2	522	0	0	522	0	0	522	0	0
1140	522	40111	1	522	0	0	522	0	0	522	0	0
1141	522	40112	2	522	0	0	522	0	0	522	0	0
1142	522	40113	1	522	0	0	522	0	0	522	0	0
1143	524	40127	2	524	0	0	524	0	0	524	0	0
1144	524	40127	2	524	0	0	524	0	0	524	0	0
1145	524	40128	2	524	0	0	524	0	0	524	0	0
1146	524	40129	2	524	0	0	524	0	0	524	0	0
1147	524	40130	2	524	0	0	524	0	0	524	0	0
1148	524	40131	2	524	0	0	524	0	0	524	0	0
1149	524	40132	2	524	0	0	524	0	0	524	0	0
1150	524	40133	2	524	0	0	524	0	0	524	0	0
1151	524	40134	1	524	0	0	524	0	0	524	0	0
1152	524	40135	1	524	0	0	524	0	0	524	0	0
1153	524	40136	1	524	0	0	524	0	0	524	0	0
1154	526	40142	2	526	0	0	526	0	0	526	0	0
1155	526	40142	2	526	0	0	526	0	0	526	0	0
1156	526	40143	2	526	0	0	526	0	0	526	0	0
1157	526	40144	2	526	0	0	526	0	0	526	0	0
1158	526	40145	2	526	0	0	526	0	0	526	0	0
1159	526	40146	2	526	0	0	526	0	0	526	0	0
1160	526	40147	2	526	0	0	526	0	0	526	0	0
1161	526	40148	2	526	0	0	526	0	0	526	0	0
1162	526	40149	1	526	0	0	526	0	0	526	0	0
1163	526	40150	1	526	0	0	526	0	0	526	0	0
1164	526	40151	1	526	0	0	526	0	0	526	0	0
1165	528	40156	2	528	0	0	528	0	0	528	0	0
1166	528	40156	2	528	0	0	528	0	0	528	0	0
1167	528	40157	2	528	0	0	528	0	0	528	0	0
1168	528	40158	2	528	0	0	528	0	0	528	0	0
1169	528	40159	2	528	0	0	528	0	0	528	0	0
1170	528	40160	2	528	0	0	528	0	0	528	0	0
1171	528	40161	2	528	0	0	528	0	0	528	0	0
1172	528	40162	2	528	0	0	528	0	0	528	0	0
1173	528	40163	1	528	0	0	528	0	0	528	0	0
1174	528	40164	2	528	0	0	528	0	0	528	0	0
1175	528	40165	1	528	0	0	528	0	0	528	0	0
1176	530	40170	2	530	0	0	530	0	0	530	0	0
1177	530	40170	2	530	0	0	530	0	0	530	0	0
1178	530	40171	2	530	0	0	530	0	0	530	0	0
1179	530	40172	2	530	0	0	530	0	0	530	0	0
1180	530	40173	2	530	0	0	530	0	0	530	0	0
1181	530	40174	2	530	0	0	530	0	0	530	0	0
1182	530	40175	2	530	0	0	530	0	0	530	0	0
1183	530	40176	2	530	0	0	530	0	0	530	0	0
1184	530	40177	1	530	0	0	530	0	0	530	0	0
1185	530	40178	2	530	0	0	530	0	0	530	0	0
1186	530	40179	1	530	0	0	530	0	0	530	0	0
1187	532	40198	2	532	0	0	532	0	0	532	0	0
1188	532	40198	2	532	0	0	532	0	0	532	0	0
1189	532	40199	2	532	0	0	532	0	0	532	0	0
1190	532	40200	2	532	0	0	532	0	0	532	0	0
1191	532	40201	2	532	0	0	532	0	0	532	0	0
1192	532	40202	2	532	0	0	532	0	0	532	0	0
1193	532	40203	2	532	0	0	532	0	0	532	0	0
1194	532	40204	2	532	0	0	532	0	0	532	0	0
1195	532	40205	1	532	0	0	532	0	0	532	0	0
1196	532	40206	1	532	0	0	532	0	0	532	0	0
1197	532	40207	1	532	0	0	532	0	0	532	0	0
1198	534	40213	2	534	0	0	534	0	0	534	0	0
1199	534	40213	2	534	0	0	534	0	0	534	0	0
1200	534	40214	2	534	0	0	534	0	0	534	0	0
1201	534	40215	2	534	0	0	534	0	0	534	0	0
1202	534	40216	2	534	0	0	534	0	0	534	0	0
1203	534	40217	2	534	0	0	534	0	0	534	0	0
1204	534	40218	2	534	0	0	534	0	0	534	0	0
1205	534	40219	2	534	0	0	534	0	0	534	0	0
1206	534	40220	1	534	0	0	534	0	0	534	0	0
1207	534	40221	1	534	0	0	534	0	0	534	0	0
1208	534	40222	1	534	0	0	534	0	0	534	0	0
1209	538	40282	3	538	40228	2	538	0	0	538	0	0
1210	538	40282	3	538	40229	2	538	0	0	538	0	0
1211	538	40230	2	538	40283	3	538	0	0	538	0	0
1212	538	40231	2	538	40283	3	538	0	0	538	0	0
1213	538	40232	2	538	0	0	538	0	0	538	0	0
1214	538	40233	2	538	0	0	538	0	0	538	0	0
1215	538	40234	2	538	0	0	538	0	0	538	0	0
1216	538	40235	2	538	0	0	538	0	0	538	0	0
1217	538	40236	2	538	0	0	538	0	0	538	0	0
1218	538	40237	1	538	0	0	538	0	0	538	0	0
1219	538	40267	1	538	0	0	538	0	0	538	0	0
1220	538	40239	1	538	0	0	538	0	0	538	0	0
1221	540	40282	3	540	40247	2	540	0	0	540	0	0
1222	540	40282	3	540	40248	2	540	0	0	540	0	0
1223	540	40249	2	540	40284	3	540	0	0	540	0	0
1224	540	40250	2	540	40284	3	540	0	0	540	0	0
1225	540	40251	2	540	0	0	540	0	0	540	0	0
1226	540	40252	2	540	0	0	540	0	0	540	0	0
1227	540	40253	2	540	0	0	540	0	0	540	0	0
1228	540	40254	2	540	0	0	540	0	0	540	0	0
1229	540	40255	2	540	0	0	540	0	0	540	0	0
1230	540	40256	1	540	0	0	540	0	0	540	0	0
1231	540	40267	1	540	0	0	540	0	0	540	0	0
1232	540	40258	1	540	0	0	540	0	0	540	0	0
1233	542	40290	2	542	40292	2	542	0	0	542	0	0
1234	542	40291	2	542	40292	2	542	0	0	542	0	0
1235	542	40292	2	542	0	0	542	0	0	542	0	0
1236	542	40293	2	542	0	0	542	0	0	542	0	0
1237	542	40294	2	542	0	0	542	0	0	542	0	0
1238	542	40295	2	542	0	0	542	0	0	542	0	0
1239	542	40296	1	542	0	0	542	0	0	542	0	0
1240	542	40297	1	542	0	0	542	0	0	542	0	0
1241	542	40298	1	542	0	0	542	0	0	542	0	0
1242	542	40299	1	542	0	0	542	0	0	542	0	0
1243	542	40300	1	542	0	0	542	0	0	542	0	0
1244	542	40267	1	542	0	0	542	0	0	542	0	0
1245	542	40302	1	542	0	0	542	0	0	542	0	0
1246	542	40303	1	542	0	0	542	0	0	542	0	0
1247	542	40304	1	542	0	0	542	0	0	542	0	0
1248	544	40310	2	544	40312	2	544	0	0	544	0	0
1249	544	40311	2	544	40312	2	544	0	0	544	0	0
1250	544	40312	2	544	0	0	544	0	0	544	0	0
1251	544	40313	2	544	0	0	544	0	0	544	0	0
1252	544	40314	2	544	0	0	544	0	0	544	0	0
1253	544	40315	2	544	0	0	544	0	0	544	0	0
1254	544	40316	1	544	0	0	544	0	0	544	0	0
1255	544	40317	1	544	0	0	544	0	0	544	0	0
1256	544	40318	1	544	0	0	544	0	0	544	0	0
1257	544	40319	1	544	0	0	544	0	0	544	0	0
1258	544	40320	1	544	0	0	544	0	0	544	0	0
1259	544	40267	1	544	0	0	544	0	0	544	0	0
1260	544	40322	1	544	0	0	544	0	0	544	0	0
1261	544	40323	1	544	0	0	544	0	0	544	0	0
1262	544	40324	1	544	0	0	544	0	0	544	0	0
1263	547	40340	2	547	0	0	547	0	0	547	0	0
1264	547	40341	2	547	0	0	547	0	0	547	0	0
1265	547	40342	2	547	0	0	547	0	0	547	0	0
1266	547	40343	2	547	0	0	547	0	0	547	0	0
1267	547	40344	2	547	0	0	547	0	0	547	0	0
1268	547	40345	2	547	0	0	547	0	0	547	0	0
1269	547	40346	2	547	0	0	547	0	0	547	0	0
1270	547	40347	2	547	0	0	547	0	0	547	0	0
1271	547	40348	1	547	0	0	547	0	0	547	0	0
1272	547	40349	1	547	0	0	547	0	0	547	0	0
1273	547	40350	2	547	0	0	547	0	0	547	0	0
1274	547	40351	1	547	0	0	547	0	0	547	0	0
1275	548	40356	2	548	0	0	548	0	0	548	0	0
1276	548	40357	2	548	0	0	548	0	0	548	0	0
1277	548	40358	2	548	0	0	548	0	0	548	0	0
1278	548	40359	2	548	0	0	548	0	0	548	0	0
1279	548	40360	2	548	0	0	548	0	0	548	0	0
1280	548	40361	2	548	0	0	548	0	0	548	0	0
1281	548	40362	2	548	0	0	548	0	0	548	0	0
1282	548	40363	2	548	0	0	548	0	0	548	0	0
1283	548	40364	1	548	0	0	548	0	0	548	0	0
1284	548	40365	1	548	0	0	548	0	0	548	0	0
1285	548	40366	2	548	0	0	548	0	0	548	0	0
1286	548	40367	1	548	0	0	548	0	0	548	0	0
1287	549	40372	2	549	0	0	549	0	0	549	0	0
1288	549	40373	2	549	0	0	549	0	0	549	0	0
1289	549	40374	2	549	0	0	549	0	0	549	0	0
1290	549	40375	2	549	0	0	549	0	0	549	0	0
1291	549	40376	2	549	0	0	549	0	0	549	0	0
1292	549	40377	2	549	0	0	549	0	0	549	0	0
1293	549	40378	2	549	0	0	549	0	0	549	0	0
1294	549	40379	2	549	0	0	549	0	0	549	0	0
1295	549	40380	1	549	0	0	549	0	0	549	0	0
1296	549	40381	1	549	0	0	549	0	0	549	0	0
1297	549	40382	2	549	0	0	549	0	0	549	0	0
1298	549	40383	1	549	0	0	549	0	0	549	0	0
1299	550	40388	2	550	0	0	550	0	0	550	0	0
1300	550	40389	2	550	0	0	550	0	0	550	0	0
1301	550	40390	2	550	0	0	550	0	0	550	0	0
1302	550	40391	2	550	0	0	550	0	0	550	0	0
1303	550	40392	2	550	0	0	550	0	0	550	0	0
1304	550	40393	2	550	0	0	550	0	0	550	0	0
1305	550	40394	2	550	0	0	550	0	0	550	0	0
1306	550	40395	2	550	0	0	550	0	0	550	0	0
1307	550	40396	1	550	0	0	550	0	0	550	0	0
1308	550	40397	1	550	0	0	550	0	0	550	0	0
1309	550	40398	2	550	0	0	550	0	0	550	0	0
1310	550	40399	1	550	0	0	550	0	0	550	0	0
1311	801	40184	2	801	0	0	801	0	0	801	0	0
1312	801	40184	2	801	0	0	801	0	0	801	0	0
1313	801	40185	2	801	0	0	801	0	0	801	0	0
1314	801	40186	2	801	0	0	801	0	0	801	0	0
1315	801	40187	2	801	0	0	801	0	0	801	0	0
1316	801	40188	2	801	0	0	801	0	0	801	0	0
1317	801	40189	2	801	0	0	801	0	0	801	0	0
1318	801	40190	2	801	0	0	801	0	0	801	0	0
1319	801	40191	1	801	0	0	801	0	0	801	0	0
1320	801	40192	1	801	0	0	801	0	0	801	0	0
1321	801	40193	1	801	0	0	801	0	0	801	0	0
1342	554	40410	1	554	0	0	554	0	0	554	0	0
1343	554	40411	1	554	0	0	554	0	0	554	0	0
1344	554	40412	2	554	0	0	554	0	0	554	0	0
1345	554	40413	1	554	0	0	554	0	0	554	0	0
1346	554	40414	1	554	0	0	554	0	0	554	0	0
1347	554	40415	2	554	0	0	554	0	0	554	0	0
1348	556	40402	2	556	0	0	556	0	0	556	0	0
1349	556	40403	1	556	0	0	556	0	0	556	0	0
1350	556	40404	1	556	0	0	556	0	0	556	0	0
1351	556	40405	1	556	0	0	556	0	0	556	0	0
1352	556	40406	1	556	0	0	556	0	0	556	0	0
1353	556	40407	2	556	0	0	556	0	0	556	0	0
1354	556	40407	2	556	0	0	556	0	0	556	0	0
1355	551	40418	2	551	0	0	551	0	0	551	0	0
1356	551	40419	2	551	0	0	551	0	0	551	0	0
1357	551	40420	2	551	0	0	551	0	0	551	0	0
1358	551	40421	2	551	0	0	551	0	0	551	0	0
1359	551	40422	2	551	0	0	551	0	0	551	0	0
1360	551	40423	2	551	0	0	551	0	0	551	0	0
1361	551	40424	2	551	0	0	551	0	0	551	0	0
1362	551	40425	2	551	0	0	551	0	0	551	0	0
1363	551	40426	1	551	0	0	551	0	0	551	0	0
1364	551	40427	1	551	0	0	551	0	0	551	0	0
1365	551	40428	2	551	0	0	551	0	0	551	0	0
1366	551	40429	1	551	0	0	551	0	0	551	0	0
1367	552	40436	2	552	0	0	552	0	0	552	0	0
1368	552	40437	2	552	0	0	552	0	0	552	0	0
1369	552	40438	2	552	0	0	552	0	0	552	0	0
1370	552	40439	2	552	0	0	552	0	0	552	0	0
1371	552	40440	2	552	0	0	552	0	0	552	0	0
1372	552	40441	2	552	0	0	552	0	0	552	0	0
1373	552	40442	2	552	0	0	552	0	0	552	0	0
1374	552	40443	2	552	0	0	552	0	0	552	0	0
1375	552	40444	1	552	0	0	552	0	0	552	0	0
1376	552	40445	1	552	0	0	552	0	0	552	0	0
1377	552	40446	2	552	0	0	552	0	0	552	0	0
1378	552	40447	1	552	0	0	552	0	0	552	0	0
1379	559	40454	2	559	0	0	559	0	0	559	0	0
1380	559	40455	2	559	0	0	559	0	0	559	0	0
1381	559	40456	2	559	0	0	559	0	0	559	0	0
1382	559	40457	2	559	0	0	559	0	0	559	0	0
1383	559	40458	2	559	0	0	559	0	0	559	0	0
1384	559	40459	2	559	0	0	559	0	0	559	0	0
1385	559	40460	2	559	0	0	559	0	0	559	0	0
1386	559	40461	2	559	0	0	559	0	0	559	0	0
1387	559	40462	1	559	0	0	559	0	0	559	0	0
1388	559	40463	1	559	0	0	559	0	0	559	0	0
1389	559	40464	2	559	0	0	559	0	0	559	0	0
1390	559	40465	1	559	0	0	559	0	0	559	0	0
1391	560	40472	2	560	0	0	560	0	0	560	0	0
1392	560	40473	2	560	0	0	560	0	0	560	0	0
1393	560	40474	2	560	0	0	560	0	0	560	0	0
1394	560	40475	2	560	0	0	560	0	0	560	0	0
1395	560	40476	2	560	0	0	560	0	0	560	0	0
1396	560	40477	2	560	0	0	560	0	0	560	0	0
1397	560	40478	2	560	0	0	560	0	0	560	0	0
1398	560	40479	2	560	0	0	560	0	0	560	0	0
1399	560	40480	1	560	0	0	560	0	0	560	0	0
1400	560	40481	1	560	0	0	560	0	0	560	0	0
1401	560	40482	2	560	0	0	560	0	0	560	0	0
1402	560	40483	1	560	0	0	560	0	0	560	0	0
1403	557	40489	2	557	0	0	557	0	0	557	0	0
1404	557	40490	2	557	0	0	557	0	0	557	0	0
1405	557	40491	2	557	0	0	557	0	0	557	0	0
1406	557	40492	2	557	0	0	557	0	0	557	0	0
1407	557	40493	2	557	0	0	557	0	0	557	0	0
1408	557	40494	2	557	0	0	557	0	0	557	0	0
1409	557	40495	2	557	0	0	557	0	0	557	0	0
1410	557	40496	2	557	0	0	557	0	0	557	0	0
1411	557	40497	1	557	0	0	557	0	0	557	0	0
1412	557	40498	1	557	0	0	557	0	0	557	0	0
1413	557	40499	2	557	0	0	557	0	0	557	0	0
1414	557	40500	1	557	0	0	557	0	0	557	0	0
1415	558	40507	2	558	0	0	558	0	0	558	0	0
1416	558	40508	2	558	0	0	558	0	0	558	0	0
1417	558	40509	2	558	0	0	558	0	0	558	0	0
1418	558	40510	2	558	0	0	558	0	0	558	0	0
1419	558	40511	2	558	0	0	558	0	0	558	0	0
1420	558	40512	2	558	0	0	558	0	0	558	0	0
1421	558	40513	2	558	0	0	558	0	0	558	0	0
1422	558	40514	2	558	0	0	558	0	0	558	0	0
1423	558	40515	1	558	0	0	558	0	0	558	0	0
1424	558	40516	1	558	0	0	558	0	0	558	0	0
1425	558	40517	2	558	0	0	558	0	0	558	0	0
1426	558	40518	1	558	0	0	558	0	0	558	0	0
1427	561	40525	2	561	0	0	561	0	0	561	0	0
1428	561	40526	2	561	0	0	561	0	0	561	0	0
1429	561	40527	2	561	0	0	561	0	0	561	0	0
1430	561	40528	2	561	0	0	561	0	0	561	0	0
1431	561	40529	2	561	0	0	561	0	0	561	0	0
1432	561	40530	2	561	0	0	561	0	0	561	0	0
1433	561	40531	2	561	0	0	561	0	0	561	0	0
1434	561	40532	2	561	0	0	561	0	0	561	0	0
1435	561	40533	1	561	0	0	561	0	0	561	0	0
1436	561	40534	1	561	0	0	561	0	0	561	0	0
1437	561	40535	2	561	0	0	561	0	0	561	0	0
1438	561	40536	1	561	0	0	561	0	0	561	0	0
1439	562	40543	2	562	0	0	562	0	0	562	0	0
1440	562	40544	2	562	0	0	562	0	0	562	0	0
1441	562	40545	2	562	0	0	562	0	0	562	0	0
1442	562	40546	2	562	0	0	562	0	0	562	0	0
1443	562	40547	2	562	0	0	562	0	0	562	0	0
1444	562	40548	2	562	0	0	562	0	0	562	0	0
1445	562	40549	2	562	0	0	562	0	0	562	0	0
1446	562	40550	2	562	0	0	562	0	0	562	0	0
1447	562	40551	1	562	0	0	562	0	0	562	0	0
1448	562	40552	1	562	0	0	562	0	0	562	0	0
1449	562	40553	2	562	0	0	562	0	0	562	0	0
1450	562	40554	1	562	0	0	562	0	0	562	0	0
1451	179	40571	2	179	0	0	179	0	0	179	0	0
1452	180	40577	1	180	0	0	180	0	0	180	0	0
1453	568	40563	2	568	0	0	568	0	0	568	0	0
1454	568	40564	1	568	0	0	568	0	0	568	0	0
1455	568	40565	2	568	0	0	568	0	0	568	0	0
1456	568	40566	1	568	0	0	568	0	0	568	0	0
1457	568	40567	1	568	0	0	568	0	0	568	0	0
1458	568	40568	2	568	0	0	568	0	0	568	0	0
1459	568	40568	2	568	0	0	568	0	0	568	0	0
1460	570	40578	2	570	0	0	570	0	0	570	0	0
1461	570	40578	2	570	0	0	570	0	0	570	0	0
1462	570	40578	2	570	40583	3	570	0	0	570	0	0
1463	570	40578	2	570	40583	3	570	0	0	570	0	0
1464	570	40578	2	570	0	0	570	0	0	570	0	0
1465	570	40578	2	570	0	0	570	0	0	570	0	0
1466	570	40579	2	570	0	0	570	0	0	570	0	0
1467	570	40579	2	570	0	0	570	0	0	570	0	0
1468	570	40580	1	570	0	0	570	0	0	570	0	0
1469	563	40588	2	563	0	0	563	0	0	563	0	0
1470	563	40589	2	563	0	0	563	0	0	563	0	0
1471	563	40590	2	563	0	0	563	0	0	563	0	0
1472	563	40591	2	563	0	0	563	0	0	563	0	0
1473	563	40592	2	563	0	0	563	0	0	563	0	0
1474	563	40593	2	563	0	0	563	0	0	563	0	0
1475	563	40594	2	563	0	0	563	0	0	563	0	0
1476	563	40595	2	563	0	0	563	0	0	563	0	0
1477	563	40596	1	563	0	0	563	0	0	563	0	0
1478	563	40597	1	563	0	0	563	0	0	563	0	0
1479	563	40598	2	563	0	0	563	0	0	563	0	0
1480	563	40599	1	563	0	0	563	0	0	563	0	0
1481	564	40605	2	564	0	0	564	0	0	564	0	0
1482	564	40606	2	564	0	0	564	0	0	564	0	0
1483	564	40607	2	564	0	0	564	0	0	564	0	0
1484	564	40608	2	564	0	0	564	0	0	564	0	0
1485	564	40609	2	564	0	0	564	0	0	564	0	0
1486	564	40610	2	564	0	0	564	0	0	564	0	0
1487	564	40611	2	564	0	0	564	0	0	564	0	0
1488	564	40612	2	564	0	0	564	0	0	564	0	0
1489	564	40613	1	564	0	0	564	0	0	564	0	0
1490	564	40614	1	564	0	0	564	0	0	564	0	0
1491	564	40615	2	564	0	0	564	0	0	564	0	0
1492	564	40616	1	564	0	0	564	0	0	564	0	0
1493	565	40622	2	565	0	0	565	0	0	565	0	0
1494	565	40623	2	565	0	0	565	0	0	565	0	0
1495	565	40624	2	565	0	0	565	0	0	565	0	0
1496	565	40625	2	565	0	0	565	0	0	565	0	0
1497	565	40626	2	565	0	0	565	0	0	565	0	0
1498	565	40627	2	565	0	0	565	0	0	565	0	0
1499	565	40628	2	565	0	0	565	0	0	565	0	0
1500	565	40629	2	565	0	0	565	0	0	565	0	0
1501	565	40630	1	565	0	0	565	0	0	565	0	0
1502	565	40631	1	565	0	0	565	0	0	565	0	0
1503	565	40632	2	565	0	0	565	0	0	565	0	0
1504	565	40633	1	565	0	0	565	0	0	565	0	0
1505	566	40639	2	566	0	0	566	0	0	566	0	0
1506	566	40640	2	566	0	0	566	0	0	566	0	0
1507	566	40641	2	566	0	0	566	0	0	566	0	0
1508	566	40642	2	566	0	0	566	0	0	566	0	0
1509	566	40643	2	566	0	0	566	0	0	566	0	0
1510	566	40644	2	566	0	0	566	0	0	566	0	0
1511	566	40645	2	566	0	0	566	0	0	566	0	0
1512	566	40646	2	566	0	0	566	0	0	566	0	0
1513	566	40647	1	566	0	0	566	0	0	566	0	0
1514	566	40648	1	566	0	0	566	0	0	566	0	0
1515	566	40649	2	566	0	0	566	0	0	566	0	0
1516	566	40650	1	566	0	0	566	0	0	566	0	0
1517	563	40594	2	563	0	0	563	0	0	563	0	0
1518	564	40611	2	564	0	0	564	0	0	564	0	0
1519	565	40628	2	565	0	0	565	0	0	565	0	0
1520	566	40645	2	566	0	0	566	0	0	566	0	0
1521	572	40656	1	572	0	0	572	0	0	572	0	0
1522	572	40657	2	572	0	0	572	0	0	572	0	0
1523	572	40658	2	572	0	0	572	0	0	572	0	0
1524	572	40659	2	572	0	0	572	0	0	572	0	0
1525	572	40660	1	572	0	0	572	0	0	572	0	0
1526	572	40661	2	572	0	0	572	0	0	572	0	0
1527	572	40661	2	572	0	0	572	0	0	572	0	0
1528	573	40666	2	574	40685	2	574	0	0	574	0	0
1529	573	40667	2	574	40686	2	574	0	0	574	0	0
1530	573	40668	2	574	40687	2	574	0	0	574	0	0
1531	573	40669	2	574	40688	2	574	0	0	574	0	0
1532	573	40670	2	574	40689	2	574	0	0	574	0	0
1533	573	40671	2	574	40690	2	574	0	0	574	0	0
1534	573	40672	2	574	40691	2	574	0	0	574	0	0
1535	573	40673	2	574	40692	2	574	0	0	574	0	0
1536	573	40674	2	574	40693	2	574	0	0	574	0	0
