ItemCode	PakNum	EffectCode	ItemName	Comment
126801	1		--	--
135001	1		FS休闲帽	个性十足的装扮.
135101	1		FS遮阳帽	Freestyle女孩装扮的代表物品.
135201	1		街舞风遮阳帽	咄咄逼人的女孩儿.
135301	1		超快感耳麦	酷酷的装扮.
135401	1		嘻哈头巾	戴2套头巾是街头人的时尚.
135501	1		三角头巾	Hiphop女孩的基本装备.
135601	1		简易遮阳帽	普通的遮阳帽.
135701	1		踏青帽	春游时的装扮.
135801	1		时尚头巾	"用头巾轻轻隐藏黑人发型,显得更有个性."
135901	1		淑女帽	甜美的发型
136001	1		菠萝发型	为了和菠萝一样酸甜的比赛
136101	1		打猎帽	可爱的羊角辫加上猎人帽
136201	1		猎帽(女)	"悠闲,是种生活态度."
136301	1		前卫毛巾花头饰	还记得白羊肚头巾吗？女人也可以戴.
136401	1		军装帽	当兵的mm也来打球！
136501	1		圣诞帽	圣诞帽
136601	1		圣诞帽	圣诞帽
136701	1		--	--
136801	1		--	--
136901	1		贝雷帽+头巾	哇靠！这不是贝雷帽吗？
137001	1		贝雷帽+头巾	哇靠！这不是贝雷帽吗？
137101	1		--	--
137201	1		复古叠帽	带有西方古典风格的礼帽
137301	1		简洁寸发	干练的发型才能在场上全力发挥啊
137401	1		花边开帽	"看上去有点奇怪的打扮,其实只有球场上的高手才敢这样另类"
137501	1		纯洁头带	"纯洁淑女的造型,但是不能因此低估她们在场上必胜的信念啊"
137601	1		--	--
137701	1		--	--
137801	1		--	--
137901	1		--	--
199900	1		--	--
199901	1		--	--
199902	1		--	--
199903	1		--	--
199999	1		大光头	"想展现你的决心,先果断的剃光头吧."
200000	1		角色槽	"购买后产生一个空的角色槽,可以创建新的角色；删除角色后对应空角色槽也一起被删除."\n（但是，删除最后一个角色后对应角色槽位会保留）
200001	1		普通角色包	--
200002	1		技能包5格	增加角色的5格主动技能槽和5格被动技能槽
200003	1		技能包10格	增加角色的10个技能槽和10个花式技能槽。
200004	1		帐号技能包10格	增加角色的10格主动技能槽和10格被动技能槽
200010	1		--	--
200101	1		绅士服	告诉人们什么叫品位.
200201	1		校服	令人怀念的高中校服.
200301	1		龙争虎斗	"尽情的灌篮,忘我的放肆."
200401	1		街舞	军人和学生都回到各自的田野吧！
200501	1		运动套装	……
200601	1		--	--
200701	1		--	--
200801	1		--	--
200901	1		敞襟运动套装	防护装.能及时发现并有效制止剧烈的身体接触.
201001	1		FS 绅士服	"篮球巡回赛制服（套装、鞋子配套,鞋子不能单独穿）."
201101	1		圣诞套装	圣诞套装
201201	1		--	--
201301	1		FS骑士服(男)	"简约套装（套装、鞋子配套,鞋子不能单独穿）."
201401	1		素色套装	"短版素色礼服,稳重大方！"
201501	1		--	--
201601	1		单身贵族	"单身帅哥的经典造型,举手投足都很潇洒"
201701	1		冬季运动套装	"长袖运动套装即保暖又轻便,非常适合冬季户外运动！"
201801	1		hip-hop套装	"这身装扮既可以在球场上打球,也可以即兴跳段街舞"
201901	1		绅士男装	"这么绅士的打扮,令人感到好亲切啊"
202001	1		双色套装	"无袖紧身T恤凸显健美身材,黑白双色满足不同品位."
202101	1		--	--
202201	1		--	--
202301	1		--	--
205001	1		空中女孩	"她的双脚很少落地,一直飞翔的空中女孩."
205101	1		甜美校服	今天学校格外明亮.原来有这么多穿着校服的漂亮MM们啊.
205201	1		背心吊带裤	"下滑的背带裤和凉爽的裹胸,和谐的搭配哦."
205301	1		HIPHOP No.3	"有温差的时候,这种服饰也可以尝试的嘛！"
205401	1		无袖李小龙服	"成为她的手足,疯狂灌篮."
205501	1		--	--
205601	1		--	--
205701	1		--	--
205801	1		淑女休闲套装	"紧身服饰,突出女人的玲珑曲线,让你更加妩媚动人."
205901	1		IN-秋季服	为穿长统靴而等待秋天的女性终于盼来了...
206001	1		--	--
206101	1		FS骑士服(女)	"篮球巡回赛制服（套装、鞋子配套,鞋子不能单独穿）."
206201	1		燕尾套装	"无袖小马夹套装,名曰燕尾,高深莫测！"
206301	1		--	--
206501	1		--	--
206601	1		性感的职业套装	"休闲西服搭配黑白抹胸,性感且干练.仿佛看到了黑道大姐大！"
206701	1		two-piece套装	专门为女孩子们设计的运动套装
206801	1		开襟羊毛衫套装	"可爱羊毛衫套裙,淑女学生装fans们的首选."
206901	1		双色套装	"这是对传统的挑战.双色套装,前卫时髦！"
207001	1		--	--
207101	1		--	--
207201	1		--	--
299900	1		--	--
300000	1		赤膊	表达意志没有其他办法.现在能做的只有一条路：胜利！
300100	1		胜利宣言	表达意志没有其他办法.现在能做的只有一条路：胜利！
300200	1		--	--
300201	1		豪气冲天	表达意志没有其他办法.现在能做的只有一条路：胜利！
310001	1		背心	凉爽的背心.
310101	1		紧身背心	可以轻松的摆动身体的物品.简洁的紧身小背心.
310201	1		印字背心	请不要读上面的字.
310401	1		V领无袖杉	凉快的无袖衫上项链就免费赠送吧！
310501	1		--	--
310502	1		--	--
310503	1		--	--
310504	1		--	--
310601	1		--	--
320001	3031		基本上衣（男）	基本上衣（男）
320101	1		7号球衣	象征身份的衣服.
320201	1		毛巾短袖	汗水永远不会辜负你.
320301	1		普通短袖	干练男孩的必备品.
320401	1		FREE球衫	经典的球衫.
320501	1		酷哥夹克	酷哥专用的物品.
320601	1		条纹短袖	简洁的条纹衬衫.
320701	1		绣龙短袖	绣龙短袖.
320801	1		绣狮短袖	<警告>小心狮子！
320901	1		休闲短袖	"看似平凡,其实个性十足的短袖衬衫."
321001	1		横纹短袖	简洁的横纹短袖.
321101	1		星星短袖	大星星（猩猩）花纹短袖.
321201	1		T恤	符合大众口味的T恤.
321301	1		水手汗衫	水手常用的汗衫.
321401	1		夏威夷衬衫特别版	夏天的火热和球场的火热是一样的.
321402	1		--	--
321501	1		夏威夷衬衫	"一般人很难接受的花纹衬衫,纽扣可以不系."
321701	1		熔岩衬衫	红遍天空的衬衫.
321801	1		熔岩衬衫	"火红的衬衫,热力四射."
321901	1		条纹衬衫	简洁的衬衫.
322001	1		格子衬衫	最普遍但毫无逊色的衬衫
322101	1		NEVA LOSE	"NEVA LOSE,永不服输."
322201	1		性感短袖衫	性感的短袖衫
322301	1		No.5	No.5
322401	1		经典足球系列NO.53	NO.53
322501	1		--	--
322601	1		条纹短袖	黑白或者红蓝条纹短袖T恤略带青涩的阳光男孩专属.
322701	1		--	--
322801	1		--	--
330001	1		棒球衫	"酷酷的棒球衫,人见人爱."
330101	1		晨练运动服	"在球场上摸爬滚打,就需要这样的物品."
330201	1		酷哥衬衫	帅气十足的格纹T恤.
330301	1		羽绒服	"要度过苦寒和风天雪地,羽绒衣是必备品,夏天可别穿哦."
330401	1		运动服	普通的运动服.
330501	1		帅气夹克衫	经典的款式.
330601	1		突出重围	"数1,2,3的时候你已经突破防守篮下成功灌篮了,哈哈."
330701	1		前赴后继	速度、力量、弹跳和无与伦比的能力.
330801	1		迷彩夹克	靓丽的迷彩服.
330901	1		网纹夹克特别版	老鸟只接传球.
331001	1		网纹夹克	老鸟只停留在篮下.
331101	1		虎威夹克特别版	棒球也来啦？？
331201	1		虎威夹克	"高贵的老虎刺绣,看上去帅呆了！"
331401	1		防风夹克No.2	有花样就有幻想.
331501	1		小猴长袖	小猴儿！
331601	1		X-01上装	"为了打球,要袖子干嘛！"
331701	1		BSB 后兜帽	出汗之后注意添衣.
331801	1		层叠兜帽服	豪华奢侈的运动服
331901	1		土匪兜帽服	感觉有项链在跳跃！
332001	1		粗布条纹服	活泼的设计是年轻人的最爱
332101	1		(百变服饰)SI	看上去有好几种穿法.
332201	1		（百变服饰）SII	看上去有好几种穿法.
332301	1		型男服	做个有品位的男人.
332401	1		牛仔上衣	"朴实无华的长袖牛仔上衣,符合大众口味,结实耐用."
332501	1		--	--
332601	1		--	--
332701	1		--	--
345001	1		性感比基尼	性感服饰的极限.
345101	1		FS裹胸	性感的FS裹胸.
345201	1		性感裹胸	有可爱带子的裹胸.
345301	1		吊带背心	"没有累赘的比赛,服饰也一样."
345401	1		性感裹胸2	性感的裹胸
345501	1		健身小背心	可以100%吸收汗水的小背心.
345601	1		露肩T恤	让肩部线条充满魅力.
345701	712		豹纹背心特别版	永远的强者-豹纹背心.
345801	1		豹纹背心	想过一个凉爽的夏天就穿这件衣服.
345901	1		沙滩比基尼	华丽色彩的裹胸.
346001	1		海风比基尼	与充满朝气的球场和谐搭配的海边比基尼.
346101	1		比基尼	"独特的比基尼,让你更加夺目."
355001	1		28号背心	明快的服饰和动作.
355101	1		FREE 3号	胜利的那一瞬间最适合的服饰.
355201	1		彩虹露背装	散发出春天的气息吧.
355301	1		粗犷纹斜条夹克	谁说女人不可以帅！！
355401	1		X形肩带背心	"女式无袖T恤,随意搭配,随意穿."
355501	1		--	--
365001	1		紧身短袖	紧身但舒适的短袖.
365101	1		女兵短袖	干练女兵的最爱.
365201	3031		基本上衣（女）	基本上衣（女）
365301	1		FS短袖	Free Style正规短袖
365401	1		摇滚短袖	摇滚明星般的短袖.
365501	1		ALL STAR	只有全明星才敢穿的另类夹克.
365601	1		SUPER STAR	散发着明星气质的夹克衫.
365701	1		加袖毛线衫	"在投篮瞬间手腕会漂亮的移动,划出一道弧线！"
365801	1		少女训练服	抬头一瞬特别帅气.
365804	1			
365901	725		无钮扣的女式上衣	"束胸上衣透着点野性,透着点俏皮,杀伤力150％."
366001	1		--	--
366101	1		--	--
375001	1		FREE 5号	数字的秘密.
375101	1		双色休闲服	十分适合活泼开朗的你.
375201	1		6号球衣	印上6号的球衣.
375301	1		露脐短装	"身材好,当然可以大胆尝试啦."
375401	1		baby带帽T恤	给轻敌的对手一个惨痛的教训.可爱的babyT恤.
375501	1		迷彩带帽夹克	我们的游戏宗旨：为人民服务.
375601	1		FS露背衫	超性感的服饰.
375701	1		运动夹克	"穿上紧身的夹克,尽现美丽吧！"
375801	1		折叠长袖	条纹长袖折叠衫
375901	1		长袖紧身衣	把目光集中到肩膀止腰
376001	1		条纹长袖	舒适风格的条纹长袖
376101	1		垒球跳线服	垒球跳线服
376201	1		Fantasy夹克	为了冬天而设计的柔软温暖的兔毛夹克.
376301	1		T恤毛衫	让冬天过的既帅又温暖……
376401	1		简约运动服饰	简约就是这样简单.
376501	1		兜帽短衫	"天凉了,活泼仍不可隐藏."
376601	1		兜帽短衫	"天凉了,活泼仍不可隐藏."
376701	1		修身长袖T恤	感觉清爽的空气迎面而来.
376801	1		--	--
376802	1		--	--
376803	1		--	--
376804	1		--	--
376805	1		--	--
376901	1		牛仔上衣	"朴实无华的长袖牛仔上衣,符合大众口味,结实耐用."
377001	1		--	--
377101	1		--	--
377201	1		--	--
377301	1		--	--
380101	1		GR运动衫	GR啥意思啊？不清楚.
380201	1		B-Boy运动衫	"用手托地,摆动身体.B-BOY夹克."
380301	1		规则运动夹克	简约就是这样简单.
399900	1		--	--
399901	1		--	--
399902	1		--	--
399903	1		--	--
399904	1		--	--
399905	1		--	--
399906	1		--	--
399907	1		--	--
399908	1		--	--
399909	1		--	--
399910	1		--	--
399911	1		--	--
399912	1		--	--
399913	1		--	--
399914	1		--	--
399915	1		--	--
399917	1		--	--
399918	1		--	--
399990	1		--	--
399991	1		--	--
400001	3031		基本下衣（男）	基本下衣（男）
400101	1		9分裤	"轻松的心情和装扮,休闲式9分裤."
400201	1		折叠式休闲裤	"无论是折叠还是放开,你永远是最帅的."
400301	1		9分板裤	我的裤子是多功能的.
400401	1		天下无双	"我的裤子天下无双,谁的裤兜有我多."
400501	1		双条纹短裤	双条纹为亮点的短裤.
400601	1		9分运动	感受以下舒适感吧
400701	1		--	--
400801	1		--	--
400901	1		--	--
401001	1		--	--
401101	1		--	--
401201	1		前卫中裤	穿着非常凉快.
401301	1		骷髅头裤子	"颇具波斯风格的长裤,凶悍的骷髅装饰,粗粗的绳质腰带.穿上它的你是否能体会到楼兰古国的异域情怀呢？！"
401401	1		军用短裤	"军品迷们争相收藏的焦点,为FS带来了军人的风采."
401501	1		运输货物的短裤	"西装版7分裤,上班族夏日必备着装."
410001	1		休闲裤子	让飘舞的腰带和你一起驰骋球场.
410101	1		条纹运动裤	"在球场上摸爬滚打,需要这样的物品."
410201	1		补丁休闲裤	粗糙的裤子.
410301	1		毛巾裤子	汗水永远不会辜负你的.
410401	1		帆布休闲裤	"无论是篮球还是服饰,都应该忠于本色.整洁的基础服饰."
410501	1		大众休闲裤	大众化的休闲裤子.
410601	1		另类休闲裤	绝对嘻哈风裤子.
410701	1		画匠裤	连搞美术的也都来打球了.
410801	1		镶边休闲裤	大家都能接受的休闲裤子.
410901	1		标准篮球裤	漂亮的装扮.酷男孩专用物品.
411001	1		B-BOY 裤子	"用手托地,摆动身体.B-BOY裤子."
411101	1		休闲裤子5	Hiphop风格的宽松的裤子.
411201	1		独一无二	"裤兜多,功能也多"
411301	1		谁与争锋	金属链代表强韧.
411401	1		冬季活动服	可曾记得那勇敢的季节？
411501	1		橙色运动裤	战斗开始了.
411701	1		背带裤	不背背带也是时尚哦.
411801	1		无纹运动裤	表现自由的自我吧
411901	1		横线板裤	两条横线蕴藏的美
420001	1		画匠裤系列2	画匠裤的第2个系列
420101	1		军用迷彩裤	用耐磨的纺织品原料做的野战裤子
420201	1		法兰绒裤子	西方复古类型的裤子.
420301	1		水洗粗斜纹裤	流畅的水洗粗斜纹裤子
420401	1		开槽训练裤	"有充足的运动幅度,光看着就觉得宽松"
420404	1		--	--
420501	1		雪碧运动裤	"别这么看着我,我不是麦当劳叔叔！"
420601	1		--	--
420701	1		--	--
420801	1		--	--
425001	1		紧身短裤	可以自由的作出敏捷动作的裤子.
425101	3031		基本下衣（女）	基本下衣（女）
425201	1		超短裤	火爆的褶绉裤子
425301	1		折叠休闲裤	折叠的休闲裤
425401	1		双色运动裤	舒服的运动裤子
425601	1		蝴蝶结7分裤	蝴蝶结是最大亮点哦！
425701	1		超大裤子	宽松舒服的9分裤
425801	1		折叠运动裤	讨厌束缚！
425901	1		船裤	运动和活动都很方便的船裤.
426001	1		彩条裙&过膝袜	"非常短的短裤,所以很轻快"
426101	1		水洗中裤	"耐磨,穿着舒适令你可以在任何场地都发挥自如"
426201	1		--	--
426301	1		海滨极短裤	"曲线毕露的性感小短裤,大家是否能感觉到夏威夷海滨的美妙呢？"
426401	1		皮带裙子	"牛仔质地的超短裙,周身弥漫着女孩子们的青春气息.街头着装倾力推荐."
426501	1		斑马花纹短裤	原始、回归自然是现在这件衣服的独有元素
426601	1		--	--
435001	1		双色训练裤	十分适合活泼开朗的你.
435101	1		迷彩裤	经典的迷彩裤子
435201	1		大众休闲裤	适合大众口味的休闲裤.
435301	1		条纹训练裤	平凡而有个性的条纹训练裤.
435401	1		7分裤	酷酷的7分裤.
435501	1		宝贝裤	给轻敌的对手给一个惨痛的教训.可爱的baby裤.
435601	1		乖乖裤	"无论是篮球还是服饰,都应该忠于本色.整洁的基础服饰."
435701	1		休闲裤	一般都可接受的休闲裤子.
435801	1		紧身裤	没有累赘的明快的比赛和服饰.
435901	1		复古喇叭裤	线条很迷人的复古喇叭裤.
436001	1		折叠紧身裤	"露出来的腿部线条如此迷人,对方也许会流鼻血."
436101	1		春光明媚	春光明媚的7分裤
436201	1		花纹8分裤	春光明媚的8分裤
436301	1		休闲裤1	"系上宽松的裤子,看上去很时尚."
436401	1		另类休闲裤	对方视线恍惚的时候勇猛灌篮.
436501	1		性感休闲裤	自由的跑动吧.
436601	1		休闲裤	便宜的价格购买吧！
436701	1		印刷船裤	"经过自己的修饰的裤子,很有特点."
436801	1		水洗粗斜纹裤	流畅的水洗粗斜纹裤子
436901	1		--	--
442701	1		--	--
442801	1		--	--
499917	1		--	--
500101	1		极品休闲鞋	颇有品位而不做作的休闲鞋.
500201	1		硬头靴	"如果想和大家不一样的话,就穿上它."
510101	1		专用跑鞋	专门为跑步而设计的球鞋.
510301	1		休闲球鞋第一系列	在学校内外都很流行的球鞋.
510401	1		休闲球鞋第二系列	在学校内外都很流行的球鞋.
510501	1		休闲球鞋第三系列	在学校内外都很流行的球鞋.
510601	1		休闲球鞋第四系列	在学校内外都很流行的球鞋.
510701	1		休闲球鞋第五系列	在学校内外都很流行的球鞋.
510801	1		休闲球鞋第六系列	在学校内外都很流行的球鞋.
510901	1		休闲球鞋第七系列	在学校内外都很流行的球鞋.
511001	1		休闲球鞋第八系列	在学校内外都很流行的球鞋.
511101	1		校园球鞋	典型的校园休闲球鞋.
511201	1		街头球鞋	大街上跑动时的最佳球鞋.
511301	1		第一代篮球鞋	风格简洁的球鞋.
511401	1		第二代篮球鞋	线条很明朗的球鞋.
511501	1		动感加速运动鞋#1	新一代动感加速运动鞋从此诞生
511601	1		新概念休闲鞋	新概念休闲鞋
511701	1		FS波纹鞋	街头篮球推荐的运动鞋
511801	1		经典系带运动鞋	无论什么样的风格都能相称的运动鞋
511901	1		棱角球鞋II	"棱角休闲球鞋,混搭街球达人不经意的杰作."
512001	1		棱角球鞋I	"棱角休闲球鞋,混搭街球达人不经意的杰作."
512101	1		--	--
520101	1		经典球鞋第一系列	经典的篮球球鞋.
520201	1		经典球鞋第二系列	篮球球鞋的经典之作.
520301	1		第三代篮球鞋	真正的FreeStyle风格.
520401	1		第四代篮球鞋	"比赛也要柔情似水,帮助你轻柔的移动."
520501	1		第五代篮球鞋	干练的篮球球鞋.
520601	1		基本鞋子	基本鞋子
520701	1		第七代篮球鞋	"眨眼的工夫,也许你已经在对方的篮下了.协助你敏捷动作的球鞋."
520801	1		第八代篮球鞋	穿上这个球鞋就可以灌篮吗？也许哦.
520901	1		第九代篮球鞋	篮球鞋中的篮球鞋.帮助你成为极品中的极品.
521001	1		篮球飞人鞋	飞人鞋的简化版本
521101	1		超级灌篮鞋	可以吸收冲击的超级灌篮鞋
521201	1		帆布篮球鞋I 	无论在什么风格下都能相称的帆布鞋
521301	1		篮球鞋	"鞋面与鞋体浑然一体,配备加强型气垫,助你街球称雄."
521401	1		AIR灌篮	"鲜亮的色彩,流线的造型,Nike一出必属精品."
521501	1		跑步鞋	"斑马纹跑步鞋,轻便美观,是不是很想拥有呢？"
521601	1		--	--
530101	1		绅士鞋	告诉大家什么叫品位.
530201	1		雪白运动鞋	名副其实的雪白运动鞋.
530301	1		单线拖鞋	生活中的伴侣.
530401	1		--	--
540101	1		沙滩拖鞋	"穿过这么舒服的鞋吗？没有吧,哈哈."
540201	1		海边拖鞋	"穿过这么舒服的鞋吗？没有吧,哈哈."
540301	1		--	--
540401	1		--	--
611001	1		水瓶座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611002	1		双鱼座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611003	1		白羊座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611004	1		金牛座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611101	1		双子座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611102	1		巨蟹座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611103	1		狮子座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611104	1		处女座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611201	1		天秤座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611202	1		天蟹座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611203	1		射手座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611204	1		摩羯座	你是什么星座？祈祷幸运伴随您吧.（比赛结束时带来积分+200%的效果）
611301	1		手臂彩绘1	"围绕你的臂腕的彩绘会带给你一切的.（比赛结束时带来积分+300%的效果）"
611401	1		手臂彩绘2	"围绕你的臂腕的彩绘会带给你一切的.（比赛结束时带来积分+300%的效果）"
611501	1		铁链花纹	"围绕你的臂腕的彩绘会带给你一切的.（比赛结束时带来积分+300%的效果）"
611601	1		古典花纹	"围绕你的臂腕的彩绘会带给你一切的.（比赛结束时带来积分+300%的效果）"
611602	1		中国龙彩绘I	比赛结束时增加400%积分
611603	1		花样十字架彩绘	"比赛结束时,可以增加300%的积分"
611701	1		青龙花纹	比赛结束时积分+400%
611801	1		火焰彩绘	"燎原的火花！（比赛结束时积分+315%效果）"
611901	1		天使的翅膀	"请注意,这可不是鸡翅膀啊！（比赛结束时积分+400%）"
612001	1		老虎彩绘	"请注意,这可不是猫咪啊！（比赛结束时积分+400%）"
612101	1		十字架彩绘	以神的名义…（比赛结束时积分+400%）
612201	1		网吧专用老鹰标志	"在加盟网吧使用时,积分+480%.其他场合使用时+450%"
612301	1		蜘蛛彩绘	"比赛结束时,可以增加300%的积分"
612401	1		十字架彩绘	在比赛结束时可以增加400%的积分
612501	1		祈祷护符彩绘	"在比赛结束时可以增加300%的积分"
612601	1		幸运三叶草彩绘	"积分+300%"
612701	1		--	--
612801	1		--	--
612901	1		网吧专用骷髅头	比赛结束时积分+400%
613001	1		网吧专用狗狗彩绘	比赛结束时积分+400%
622501	1		--	--
622502	1		--	--
622503	1		--	--
622504	1		--	--
622601	1		--	--
622602	1		--	--
622603	1		--	--
622604	1		--	--
622701	1		--	--
622702	1		--	--
622703	1		--	--
622704	1		--	--
650101	1		--	--
700101	1		十字耳环	"最后的妆饰,代表一种风格."
700201	1		银质耳环	简约就是美.
705001	1		银质耳钉	可爱的银质耳钉.
705101	1		星星耳环	女人味十足的耳环.
705201	1		超大耳环	Big mama's Big earrings. 球无法通过.
705301	1		十字耳环	"最后的妆饰,代表一种风格."
705401	1		金属耳环	可爱又火爆的女孩.
710001	1		方形太阳镜	"开始摆姿势了,为好斗的男孩设计的太阳镜."
710101	1		罗密欧	传说的情人眼镜之一.
710201	1		圆形太阳镜	激情燃烧你我.火爆的物品-太阳镜.
710301	1		侠盗面巾	街舞者多为使用的东东
710401	1		金属时代墨镜	略带有些顽皮的彩色眼睛
710501	1		美丽鹿角	美丽鹿角
710601	1		天使翅膀	天使翅膀
710701	1		--	--
710801	1		--	--
710901	1		--	--
711001	1		--	--
711101	1		恶魔诱惑	"堕落天使的翅膀,被它诱惑的人将迷失自己"
711201	1		天使诱惑	"妈妈说：有翅膀的人不一定都是“天使”,他也可能是“鸟人”"
711301	1		运动眼镜	"专为运动员设计的流线型款式,具有防风,减小阻力的功能"
711401	1		--	--
711501	1		边框眼镜	"现在最流行的款式,让大家过目难忘"
711601	1		波音太阳镜	"采用特殊材料制作,几乎感觉不到重量"
711701	1		舞会绒毛	"让人无法识破你的本来面目,借机尽情恶搞吧"
711801	1		兔子头饰	"化妆舞会里惹人喜欢的打扮啊,聪明而活泼"
711901	1		面罩	朋友聚会时戴上这个绝对能把朋友们吓上一跳！
712001	1		带链子的太阳镜	"这不是老教授的眼镜吗？哦,原来是太阳镜啊…."
712101	1		天使翅膀耳环	戴着好运气去球场吧
712201	1		--	--
712301	677		可爱雪人耳罩	用雪人耳罩来过冬吧~！
712401	1		恶魔翅膀	"恶魔的翅膀？恩,为了赢得比赛,我需要更强大的能力"
712501	1		山羊角	"戴上这个可不是为了出席化妆舞会,而是为了防止有人撞伤我的头"
712701	1		--	--
712801	1		--	--
712901	1		--	--
713001	10		独角	小心被刺到了~
713101	1		--	--
713201	1		--	--
715001	1		时尚太阳镜	观看眼花缭乱的比赛前准备一个太阳镜吧！
715101	1		太阳镜第五款	快速敏捷的典范
715201	1		朱丽叶	传说中另外一副情人眼镜.
715301	1		边框太阳镜	"戴着它,以崭新的眼光看比赛."
715401	1		--	--
715501	1		--	--
799900	1		--	--
800101	1		左上护臂A型	打篮球的基本物品.
800106	1		左上护臂B型	打篮球的基本物品.
800107	1		左上护臂B型	打篮球的基本物品.
800108	1		左上护臂B型	打篮球的基本物品.
800109	1		左上护臂B型	打篮球的基本物品.
800201	1		左臂护肘A型	打篮球的基本物品.
