ItemCode	DescID	Comment
50116601	1	选择2个能力值+1\n魅惑灵魂的九尾耳朵
50116691	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116701	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116711	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116721	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116731	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116741	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116751	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116761	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116771	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116781	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116791	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116801	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116811	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116821	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
50116831	1	[富翁时代]活动道具。\n第1~11名：选择1个能力值+2
51510931	1	鲨鱼来了~！\n选择2个能力值+1
51510891	1	选择2个能力值+1\n轻轻摇晃的九尾灵狐尾巴
50116401	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50414091	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50512661	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50613181	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51110671	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51211361	1	这样趴着挺可爱\n选择2个能力值+1
50116551	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50211911	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50613261	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51311011	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51413021	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51412891	1	打球时注意不要掉出来\n选择2个能力值+1
51510901	1	盘绕在腿上的白虎气息\n选择2个能力值+2
51510911	1	盘绕在腿上的玄武气息\n选择2个能力值+2
50116631	1	选择1个能力值+2\n头发向后扎起来的很迷人！
51110741	1	黄金乡里发现的纯金项链\n选择1个能力值+2
50116611	1	这是蘑菇王国最新的发型！\n选择1个能力值+1
50116621	1	帽子后面的长绳让人充满个性！\n选择1个能力值+1
51413031	1	封印着神秘力量的红色天使翅膀\n选择2个能力值+2
51413041	1	封印着神秘力量的蓝色天使翅膀\n选择2个能力值+2
51010601	1	看起来干净整洁的口罩\n选择1个能力值+1
50910881	1	高档太阳镜\n选择1个能力值+1
51411731	1	蒸汽发电机\n选择1个能力值+1
51411881	1	金色蝶翅膀\n选择1个能力值+1
50810911	1	选择1个能力值+3\n珍贵的山羊角
51310621	1	更加炫丽！更加华丽！\n选择1个能力值+1
51412901	1	选择1个能力值+1\n在滑雪场一较高下吧
51412501	1	选择1个能力值+1\n魔女的魔法棒
51412591	1	选择1个能力值+1\n好想打游戏啊~
51412671	1	选择1个能力值+1\n我是小小蘑菇人★
51310921	1	这次是红色的X光效果。
51310941	1	选择1个能力值+1\n看我这手钳子，怕了没？！
50910891	1	选择1个能力值+1\n别担心，不会走火~
50910881	2	选择1个能力值+3\n高档太阳镜
51413051	1	蕴含古代天使力量的翅膀\n选择1个能力值+3
51510921	1	公主的可爱宠物刺猬\n选择3个能力值+1
50116521	1	选择3个能力值+1\n闪闪发光的黄金龙头
50116531	1	选择1个能力值+1\n发光的白银龙头
50116541	1	选择1个能力值+1\n发光的青铜龙头
80112571	1	选择1个能力值+2\n星屿套装（发型）
80112581	1	选择1个能力值+2\n萌喵套装（发型）
2811181	1	选择1个能力值+1\n看不出到底是老虎宝宝还是可爱的小猫咪
2711381	1	选择1个能力值+3\n很雷人的一副大墨镜,可以遮住自己半张脸
2113622	1	选择1个能力值+3\n"街头篮球道具设计大赛作品,作者：街球地带 Fs止步0o"
50414201	1	适合晨跑时穿的夹克
50414221	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50512751	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50613361	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51413101	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51311041	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51010621	1	选择2个能力值+1\n用黑色的钢铁制造的口罩
51612031	1	选择2个能力值+1\n我还是很生气！
50512731	1	适合晨跑时穿的下装
50613341	1	适合晨跑时穿的运动鞋
51510651	1	选择1个能力值+1\n鲨鱼来了~！
50116671	1	选择1个能力值+3\n充满可爱的发型
51413061	1	选择2个能力值+1\n天狗之翼
50911071	2	选择1个能力值+2\n未来科技面具
50116651	1	特殊套装\n装备4件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50211971	1	特殊套装\n装备4件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50613331	1	特殊套装\n装备4件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51413081	1	特殊套装\n装备4件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51211391	1	不管海獭还是水獭，可爱才是最重要的。\n选择2个能力值+1
51510941	1	选择1个能力值+1\n用这个挖掘感觉会出金子！
51413111	1	选择2个能力值+1\n用这个挖掘感觉会出金子！
51311051	1	选择2个能力值+1\n看起来很坚韧，干活儿必备！
50911271	1	选择2个能力值+2\n戴上这个眼镜看起来很棒
51010631	1	选择1个能力值+3\n出门必备的物品！
2712001	1	选择1个能力值+1\n背上的不是猫，是老虎
2711921	1	选择1个能力值+1\n丘比特之箭助你脱离单身
51211181	1	选择1个能力值+1\n您戴过寒冰做的手镯吗？快来试试吧!
51310711	1	选择1个能力值+1\n您戴过寒冰做的戒指吗？快来试试吧!
81110301	1	跑动+2\nD金项链
51610061	1	中投+2\n吓坏你的对手吧!!!
2712452	1	盖帽+2\n简单而又时尚的单色围巾
81110031	2	篮板+2\n和平的象征！
81610351	1	弹跳+2\n恶魔也这么可爱~ 
2810661	1	3分球+2\n"精致的五色手环,把MM芊细白嫩的粉臂映衬得更加迷人！"
2712651	1	运球+3\n防水耐用的方形FreeStyle背包
81410981	1	跑动+3\n竖立麦克风
2712652	1	篮板+3\n防水耐用的方形FreeStyle背包
2712661	1	弹跳+3\n可爱兔兔背包
51510083	1	3分球+3,弹跳-1\n可爱的小木马~
82210241	1	身体对抗+3\n机械护臂
2910251	1	弹跳+3,3分球-1\n来一段天鹅湖舞蹈吧!
51510083	2	弹跳+3,3分球-1\n可爱的小木马~
2712655	1	盖帽+3\n防水耐用的方形FreeStyle背包
81510241	1	弹跳+3\n粗萌尾巴
2811182	1	中投+3\n看不出到底是老虎宝宝还是可爱的小猫咪
2811182	2	选择1个能力+2\n 看不出到底是老虎宝宝还是可爱的小猫咪
50116911	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50414311	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具
50512801	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具
50613461	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具
51311111	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51413171	1	选择2个能力值+1\n炎热的夏天就要有把扇子~
51612081	1	选择2个能力值+1\n安静的气球小狗
52122101	1	包含FS高档一整套道具的礼包\n（一套永久普通道具，其中上衣/下衣/鞋子是永久能力道具）
2113622	1	选择1个能力值+3\n街头篮球道具设计大赛作品,作者：街球地带 Fs止步0o
51211401	1	选择1个能力值+1\n保护臂部最有效的方法！
50116851	1	选择1个能力值+1\n黄色衔接处就是亮点！
50116861	1	选择1个能力值+1\n戴上发带让你看起来更时尚！
50116871	1	选择1个能力值+2\n可以看到前方吗？
50911281	1	选择2个能力值+2\n戴上这个我也是有文化的人！
51010661	1	选择1个能力值+2\n夜晚犹如绿色霓虹灯
51010671	1	选择1个能力值+2\n夜晚犹如橙色霓虹灯
51010681	1	选择1个能力值+1\n简洁的单色口罩
51010651	1	选择1个能力值+1\n印有古代巨齿鲨的口罩
51413121	1	选择2个能力值+2\n挥舞着粉红色翅膀的天使降临！
51612041	1	选择2个能力值+2\n炎热的夏天，在海边能看到的风景
51612051	1	选择2个能力值+2\n炎热的夏天，在海里能看到的风景
50116881	1	选择1个能力值+2\n扮成可爱的猫咪
51611781	1	选择1个能力值+1\n就喜欢蛋黄寿司~~
51412561	1	选择1个能力值+1\n爱心背包
51412571	1	选择1个能力值+1\n粉红慵懒猫
51310741	2	选择1个能力值+1\n白色喵咪手套
81110091	1	选择1个能力值+3\n冻手可以戴手套~
51413131	1	选择1个能力值+3\n能感受贵族气息的翅膀
50116981	1	选择1个能力值+2\n非常自然的刘海和两种颜色为重点的发型
50117001	1	选择1个能力值+1\n看起来像太阳的神秘发型
50117011	1	选择1个能力值+1\n男士要狂野！女士要自然！
51510971	1	选择2个能力值+2\n在七夕能感受到的喜鹊气息
51510981	1	选择2个能力值+2\n在七夕能感受到的乌鸦气息
51612121	1	选择1个能力值+2\n七夕喜鹊登场！
51612131	1	选择1个能力值+2\n七夕乌鸦登场！
51311161	1	选择2个能力值+2\n蕴含未知力量的红色手套
51010721	1	选择2个能力值+2\n蕴含未知力量的红色口罩
51110621	1	选择1个能力值+2\n粉色高端毛皮披肩
51310601	1	选择1个能力值+1\n让大伙儿看看我的力量~！
80910114	1	选择1个能力值+1\n看不见镜片~
51110451	2	选择1个能力值+1\n蓝色围脖 
51110431	1	选择1个能力值+1\n很烫的~想要吗？
50313101	1	所有能力+1\n自由舞者们的服装
50116951	1	选择3个能力值+1\n戴上黄色蝴蝶纹饰发带的发型
50911311	1	选择1个能力值+2\n红颜色镜片的复古太阳镜
51010701	1	选择2个能力值+1\n带有拉链的黑色口罩
51010711	1	选择2个能力值+1\n条纹为亮点的口罩
51412631	1	选择1个能力值+3\n传说中的英雄披着的披风！
50115981	1	选择1个能力值+1\n听说头上的蟹脚可以替你拿篮板？！
2511611	1	"adidas孙子兵法掌控者战靴,适合大前锋中锋,外型精致,力量十足."\n能力道具
50413601	1	获得莉莉丝好感度的证据\n能力道具
50212061	1	能力道具\n外套上覆盖背带的套装
50212051	1	能力道具\n休闲的绿黑网格服装
50613521	1	能力道具\n与外套相配的黑色皮靴
50613511	1	能力道具\n适合夏天穿的凉鞋
50311981	1	能力道具\n老玩家格斗套装
50211881	1	能力道具\n粉色王牌维修点的工作服
50613221	1	能力道具\n樱花飘满地~灌篮！
50313131	1	所有能力+2\n印有黄龙纹饰的武术服装
51413221	1	选择2个能力值+1\n拥有黑星能量的斗篷
51413231	1	选择2个能力值+1\n拥有白星能量的斗篷
51612141	1	选择1个能力值+3\n散发璀璨宝石之光的蝴蝶
51612151	1	选择1个能力值+3\n散发华丽宝石之光的蝴蝶
50810951	1	选择1个能力值+3\n从萌芽开始就是黄金！
51311061	1	能力道具\n让你不由自主的摇摇晃晃！
50911331	1	能力道具\n你们已经准备好了！
51413211	1	能力道具\n命令！起飞，突袭！
51612111	1	能力道具\n感受下魔王君临天下的威严吧！
50116491	1	选择1个能力值+2\n最新流行的朋克莫西干发型
51010541	1	选择1个能力值+3\n戴着可以当个门神
50116971	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50414341	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具 
50512821	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具 
50613501	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具 
51413191	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50910891	2	选择2个能力值+1\n别担心，不会走火~
51611741	1	选择2个能力值+1\n安静的气球小狗
52122191	1	一套特殊套装，其中上衣/下衣/鞋子是能力道具，发型没有能力(90天)\n装备4件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
52122191	2	一套特殊套装，其中上衣/下衣/鞋子是能力道具，发型没有能力(30天)\n装备4件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
50211351	1	能力道具\n我就是小白~
51510991	1	选择1个能力值+3\n七夕璀璨的星空
52122451	1	所有能力+2\n包含黄龙武者套装和飞升黄龙装饰和“黄龙的庇护”荣誉\n（其中黄龙武者套装是能力道具并且是特殊套装）。
50117021	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能助你熟睡的睡帽
50414361	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能助你熟睡的上衣
50512841	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能助你熟睡的下衣
50613541	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能助你熟睡的鞋子
50117031	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致制服配套的发型
50212071	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致的制服上下衣
51311171	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致制服配套的手套
50613551	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致制服配套的鞋子
50117041	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n夏季水手们凉爽的发型
50212081	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n夏季水手们凉爽的服装
50613561	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n夏季水手们凉爽的鞋子
50911341	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n夏季水手们的眼镜
50117051	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致里带有复古的发型
50911351	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致里带有复古的眼镜
50212091	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致里带有复古的男装
50613571	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n精致里带有复古的休闲鞋
51611932	1	选择2个能力值+1\n喂养史莱姆活动中可以获得的道具（养成史莱姆国王奖励）
50911371	1	选择3个能力值+1\n来自护目镜的光束！
51010731	1	选择3个能力值+1\n说谎就会鼻子变长
51110441	1	选择1个能力值+1\n紫色毛皮披肩
51411871	1	选择1个能力值+1\n这就是龙之披风！
50312411	1	特殊套装效果：所有能力+1\n特别的击剑套装\n能力道具
51611861	1	选择1个能力值+1\n公主殿下的可爱宠物龙
51611701	1	选择1个能力值+1\n传说中的飞天狗狗！
51412571	1	选择1个能力值+1\n粉红慵懒猫
50116081	1	选择1个能力值+2\n情侣骑手们的头盔
50910801	1	选择1个能力值+1\n金光闪闪
50211781	1	能力道具\n情侣骑手们的服装
50613031	1	能力道具\n情侣骑手们的鞋子
51412861	1	选择1个能力值+1\n倾听灵魂之声吧！
50211721	1	高冷气氛的潮流嘻哈套装
50612931	1	高冷气氛的潮流嘻哈鞋
51412671	3	选择1个能力值+1\n我是小小蘑菇人★
51611861	2	选择1个能力值+1\n公主殿下的可爱宠物龙
51110611	2	选择1个能力值+1\n感受下雷盖的灵魂吧！
51412691	3	选择1个能力值+1\n犹如黑天使降临！
51110631	2	选择1个能力值+1\n你周围漂浮的东西是什么？
50911051	1	选择1个能力值+1\n经过改良的2代战力测量器，战力测量更准确！
51310851	1	选择1个能力值+1\n感受下指环带给你的力量吧！
51310741	3	选择1个能力值+1\n白色喵咪手套
51110441	2	选择1个能力值+1\n紫色毛皮披肩
51110451	3	选择1个能力值+1\n蓝色围脖
50910801	2	选择1个能力值+1\n金光闪闪
51411871	2	选择1个能力值+1\n这就是龙之披风！
50910931	2	选择1个能力值+1\n红眼獠牙的机械恐龙！
51510921	2	选择1个能力值+1\n公主的可爱宠物刺猬
50413521	2	能力道具\n新品长款上衣
50512291	2	能力道具\n蓝色开槽训练裤
50612431	2	能力道具\n黑色兵法战靴
50612441	2	能力道具\n条纹战靴
50910991	2	选择1个能力值+1\n你的战力实在是太低了！
50612751	2	能力道具\n真的能在天上跑！
51110491	2	选择1个能力值+1\n高贵的毛皮披肩
50115791	1	选择1个能力值+2\n高冷气氛的潮流嘻哈帽
50211721	2	能力道具\n高冷气氛的潮流嘻哈套装 
50612931	2	能力道具\n高冷气氛的潮流嘻哈鞋
51611881	2	选择1个能力值+1\n见过这么萌的气球吗？
51411921	2	选择1个能力值+1\n特殊夏天的特殊道具！
51412741	1	选择1个能力值+1\n你不相信它的重量是百吨吗？
50810641	2	选择1个能力值+1\n头上的信号灯
52120171	2	装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
52122061	1	装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
52120141	2	装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
52120161	2	装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
52120451	1	红黑休闲一整套（一套普通套装，其中上衣/下衣/鞋子是能力道具）
52120191	2	装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
52120461	1	忠犬一整套（一套普通套装，其中上下衣套装/鞋子是能力道具）
51612161	1	选择2个能力值+1\n看，彩虹色的独角兽！
51612171	1	选择2个能力值+1\n续写传奇的不灭皇冠
50211691	2	能力道具\n真正的潮流时装！
50612911	2	能力道具\n百搭潮流鞋，尽显时尚个性！
51611861	3	选择3个能力值+1\n公主殿下的可爱宠物龙
51211461	1	选择1个能力值+1\n与整洁的西装很般配的手部
50911381	1	选择1个能力值+1\n红颜色嘻！哈！耳环
51612091	1	选择2个能力值+1\n虽然是机械的，但龙还是龙
50911391	1	选择2个能力值+1\n升级为白色的未来战士太阳镜
50313141	1	特殊套装效果：所有能力+1\n能力道具\n整洁的黑色西装
50117161	1	选择1个能力值+3\n被染成白色的蘑菇王国发型
50117141	1	选择1个能力值+2\n时尚的吉服发型
50212161	1	能力道具\n时尚的吉龙服
50613671	1	能力道具\n时尚的吉服靴子
50117131	1	选择1个能力值+2\n健身时要有个发带
50212151	1	能力道具\n健身时也可以很嘻哈
50613661	1	能力道具\n健身时必不可少的运动鞋
50117151	1	选择1个能力值+2\n黄毛上的护目镜是焦点！
82111361	1	选择1个能力值+1\n可爱兔兔背包
80110431	1	选择1个能力值+3\nJely时尚运动帽
50312451	1	能力道具\n我就是狮子王！
51310691	1	选择1个能力值+1\n耀眼吗？想要吗？
50414391	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具
50512871	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具
50613651	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%\n能力道具
51311201	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51413281	1	特殊套装\n装备5件套时选择3个能力值+1\n投篮&盖帽成功率+2%\n胜利时积分+100%
51612061	1	选择2个能力值+1\n你永远的朋友
51211421	1	选择2个能力值+1\n如果把它们都收集起来，也许会有好运来临？#2
51010741	1	选择1个能力值+2\n（该道具可在账号内进行转移。\n每天限转移1次，0点重置转移次数）
52122651	1	特殊套装效果：所有能力+1\n由上衣/下衣/鞋子组成的一套特殊套装，上衣/下衣/鞋子都是能力道具。
50414401	1	特殊套装\n所有能力+1\n能挡风的时尚运动夹克
50512881	1	特殊套装\n所有能力+1\n时尚的运动短裤
50613681	1	特殊套装\n所有能力+1\n时尚的运动鞋
51511041	1	选择1个能力值+1\n非常喜欢金子的黄金地鼠！
51413311	1	选择2个能力值+1\n用黄金铲子挖矿好像能挖到金子
51211431	1	选择1个能力值+2\n这样趴着挺可爱
